cust_no,C1,C2
0xb2d36ffb,865.95,1
0xb2d3ef03,1591.68,1
0xb2d530c9,1878.62,1
0xb2d28979,35.3,1
0xb2d5551a,0.0,1
0xb2d34922,58.81,1
0xb2d1dcf9,813.59,1
0xb2d52bd1,97.33,1
0xb2d22ade,973.64,1
0xb2d5b451,44794.37,2
0xb2d2a87b,1.0,1
0xb2d42e18,1.29,1
0xb2d235c4,0.0,1
0xb2d2fe7c,99.53,1
0xb2d1689e,141.59,1
0xb2d3516e,3.46,1
0xb2d60653,5.88,1
0xb2d358d9,5883.65,1
0xb2d0d83b,2.74,1
0xb2d45e8d,1009.4,1
0xb2d5f7a4,101.3,1
0xb2d5e3d0,0.0,1
0xb2d2ff5d,70.88,1
0xb2d8c9bd,0.33,1
0xb2d2ced9,356102.44,3
0xb2d54065,2432.63,1
0xb2d0e2c4,3.29,1
0xb2d3e831,0.79,1
0xb2d5d5e1,10890.96,1
0xb2d5c27f,805.88,1
0xb2d6e381,20009.84,2
0xb2d5bc67,1.04,1
0xb2d203c6,221681.83,2
0xb2d15bc9,536.57,2
0xb2d21119,11716.14,1
0x3b9ad3ff,37.53,1
0xb2d308de,140.84,1
0xb2d1c805,90779.54,2
0xb2d43598,195340.19,4
0xb2d2953a,67.55,1
0xb2d0aa2a,0.0,1
0xb2d0ba4a,1.01,1
0xb2d6d3f7,26000.82,2
0xb2d21b1e,0.0,1
0xb2d0be1f,490077.97,5
0xb2d21866,106.28,1
0xb2d1f40c,532.83,1
0xb2d69d97,1515.14,1
0xb2d30d1c,0.39,1
0xb2d14b67,97.47,1
0xb2d24cf5,407338.13,4
0xb2d26879,87.69,1
0xb2d3c365,4871.71,1
0xb2d701b7,14.0,1
0xb2d1f766,0.0,1
0xb2d1ba94,3.39,1
0xb2d3aeb9,2.44,1
0xb2d251bd,522.99,1
0x3b9b300f,0.0,2
0xb2d688f7,42.17,1
0xb2d33c7a,2.58,1
0xb2d0f353,1.59,1
0xb2d6d91c,0.0,1
0xb2d33c86,213.8,1
0xb2d7ec9b,0.88,1
0xb2d6d496,60001.58,3
0x3b9b3372,1.0,1
0xb2d6a91c,1214.17,1
0xb2d0b00f,30301.3,1
0x3b9b3d20,0.0,1
0xb2d1e7a9,1.0,1
0xb2d58caf,255693.65,3
0xb2d65a23,415000.67,4
0xb2d24e1b,14.91,1
0xb2d58aa2,0.45,1
0xb2d65744,20001.68,3
0xb2d7003a,20006.54,2
0xb2d243ef,1.87,1
0xb2d1f481,0.0,1
0xb2d1aa89,43.68,1
0xb2d253fa,50202.91,2
0xb2d3511d,10002.17,1
0xb2d787a3,4606.06,1
0xb2d2ae45,1193.57,1
0xb2d58a9f,46.76,2
0xb2d3ab74,533.68,1
0xb2d40307,35.89,1
0xb2d176ff,219850.17,5
0xb2d69755,10944.66,1
0xb2d1de07,15.85,1
0xb2d0859a,105.27,2
0xb2d67d57,200046.99,2
0x3b9b218a,39.24,1
0xb2d20abc,29.38,1
0xb2d09449,1000.0,1
0xb2d6e63f,301420.94,2
0xb2d5d57e,168.44,1
0xb2d63afa,0.11,1
0xb2d0d964,4.69,1
0xb2d2f417,1.0,2
0xb2d288f8,16.43,1
0xb2d68cc0,0.0,1
0xb2d32513,600000.04,1
0xb2d6c458,1858.88,1
0xb2d61340,0.0,1
0xb2d34487,2503.1,1
0xb2d62891,273436.25,3
0xb2d5d227,43.73,1
0xb2d655d9,152258.0,1
0xb2d55454,3506.29,1
0xb2d08e34,185.3,2
0xb2d09857,40.77,1
0xb2d1d77d,0.27,1
0xb2d3431f,3603.75,1
0xb2d60c98,9.3,1
0xb2d0716f,3547961.15,1
0xb2d158a5,6216.81,2
0xb2d21290,0.01,2
0xb2d8e535,1.0,1
0xb2d1109f,1.06,1
0xb2d265f7,60086.67,2
0xb2d2e35b,299452.93,3
0xb2d21887,928.15,1
0xb2d61ea7,400012.69,2
0xb2d4ebf9,67.48,1
0xb2d23936,400775.47,3
0xb2d1d2d6,204.59,1
0xb2d6d0c1,460004.01,3
0xb2d14690,0.19,1
0xb2d3a4c9,5030.48,1
0xb2d86a89,152.03,1
0xb2d79595,203.42,1
0xb2d25115,51.5,1
0xb2d59cbd,60002.54,2
0xb2d383d8,318.92,2
0x3b9b29ac,1.0,1
0xb2d2cc18,32.06,1
0xb2d787d6,0.09,1
0xb2d0d4f6,1390011.76,7
0xb2d6b4f5,1145.53,1
0xb2d1a76e,9.95,1
0xb2d694df,400.22,1
0x3b9ae9e9,109.65,1
0xb2d34a00,80.34,1
0xb2d0b0ab,1.0,1
0xb2d2624f,10.93,1
0xb2d6eeb5,16.7,1
0xb2d2851a,148.17,1
0xb2d82703,50000.0,1
0xb2d26a9e,35.16,1
0x3b9b45d2,1.0,1
0xb2d31064,2448.37,1
0xb2d0c35f,0.04,1
0xb2d6b62a,323410.8,2
0xb2d537e3,3.09,1
0xb2d39290,116.92,1
0xb2d24536,1973.35,1
0xb2d40a15,51.41,1
0xb2d42968,0.0,1
0xb2d12b7b,145.97,1
0xb2d2208e,15.42,1
0xb2d10b4a,1693980.35,5
0xb2d6c9dd,14.96,1
0xb2d410d2,1100610.38,2
0xb2d0d5c5,253760.03,1
0xb2d5c4e6,33.35,2
0xb2d56f30,53798.73,4
0xb2d2e109,43030.88,4
0xb2d59a23,8148.39,1
0xb2d713e1,78.9,1
0xb2d3b783,1.12,1
0xb2d31070,26135.24,2
0x3b9af253,107000.0,2
0xb2d4808c,506.67,2
0xb2d424ac,114.12,2
0xb2d0f2ae,0.1,1
0xb2d10355,28.81,1
0xb2d5b8a1,0.01,1
0xb2d4febf,180845.86,1
0xb2d3bb0d,322.99,1
0xb2d113e4,24.76,1
0xb2d393bc,3.46,1
0xb2d1d9c6,13933.13,1
0xb2d0ec24,263.84,1
0xb2d3afcd,0.0,1
0xb2d6d8b6,37.02,1
0xb2d356d2,0.0,1
0xb2d09308,33.59,1
0xb2d5d3b9,100002.67,2
0xb2d427f1,1496.35,1
0xb2d1d249,0.1,1
0x3b9b1b93,1.94,1
0xb2d38171,0.0,1
0xb2d270fb,368.75,1
0xb2d231d1,0.0,1
0xb2d3355d,557.54,1
0xb2d61baa,5.2,1
0xb2d700ee,0.0,1
0xb2d6d3df,0.0,1
0xb2d7afc6,20.0,1
0xb2d25c13,61.48,2
0xb2d1b104,11.09,1
0xb2d772fa,96.78,1
0xb2d3fe8a,45.08,1
0xb2d7808c,0.45,1
0xb2d258fb,3.84,1
0xb2d1c3a6,0.0,1
0x3b9b2fd6,1.0,1
0xb2d3a2aa,21052.79,2
0xb2d813dd,15.5,1
0xb2d62252,52.43,1
0xb2d13040,193142.86,4
0xb2d5f6f6,407.1,1
0xb2d402f2,0.37,1
0xb2d3ae65,340192.38,4
0xb2d063f2,1.0,1
0xb2d5b55c,0.0,1
0xb2d53885,550054.08,3
0xb2d26a3b,15.38,1
0x3b9b4518,64.65,1
0xb2d0c79a,0.0,1
0xb2d426d1,110056.31,3
0xb2d12161,67.61,1
0xb2d0d3fa,2.7,1
0xb2d0ab44,2.97,1
0xb2d599a2,0.25,1
0xb2d6e6ea,0.31,1
0xb2d09fef,402.57,1
0xb2d25f5e,121.01,1
0xb2d60002,20023.06,2
0xb2d12db8,157.33,2
0xb2d6c25d,701.85,1
0xb2d11705,3.06,1
0xb2d68ee5,1358.03,1
0xb2d6ec8a,1776.89,1
0xb2d764cc,90768.73,3
0xb2d59c09,2.25,1
0xb2d1087d,23552.12,3
0xb2d464e1,0.0,1
0xb2d439df,18.83,1
0xb2d16871,4187.47,2
0xb2d6af6a,0.02,1
0xb2d64ec2,21.89,1
0xb2d38dd4,47.67,1
0xb2d4e92c,75892823.61,2
0xb2d56e85,0.0,1
0xb2d5e9b2,150901.71,2
0x3b9afb08,10078.74,1
0xb2d526f7,0.0,3
0xb2d641ab,0.0,1
0xb2d2752d,29.53,1
0x3b9b3a80,10.2,1
0xb2d43724,0.71,1
0xb2d28bad,0.07,1
0xb2d243e3,1137.94,1
0xb2d535b5,800.7,1
0xb2d23e79,350007.41,5
0xb2d698de,201443.9,2
0xb2d6ba98,6.2,1
0xb2d6d0e8,402314.8,2
0xb2d204b0,0.05,1
0xb2d2d488,65.64,1
0xb2d0b2e2,1.0,1
0xb2d1d105,2023.77,1
0xb2d787d3,220001.06,3
0xb2d38dc8,75.51,1
0xb2d4ac39,105015.9,2
0xb2d31f64,1917.13,1
0xb2d30152,0.38,1
0xb2d3bd56,0.52,1
0x3b9ad285,1375.88,3
0xb2d6eccf,78.42,1
0xb2d6fb36,503552.1,2
0xb2d32f60,20417.0,1
0xb2d0cfec,0.83,1
0xb2d3580a,6.29,1
0xb2d5bfd3,21.15,1
0xb2d22754,241.61,1
0xb2d5dfaa,196612.15,3
0x3b9b15e7,5.3,1
0xb2d37625,262.75,1
0xb2d5ce31,11.53,1
0xb2d2899a,0.37,1
0xb2d3a946,0.0,1
0xb2d28c46,102.01,2
0xb2d76b2f,8.9,1
0xb2d6d30d,1.32,1
0xb2d5bd30,0.0,1
0xb2d4c691,2504.15,1
0x3b9acfbb,0.18,1
0xb2d26dc8,1002.81,1
0xb2d5d341,3560.59,1
0xb2d63188,3106.02,1
0xb2d5fd1d,51010.13,6
0xb2d19004,0.1,1
0xb2d6277d,150085.77,3
0x3b9af42d,17332278.83,5
0xb2d1ba61,221701.88,7
0xb2d42c86,177.91,1
0xb2d8f19e,120089.54,2
0xb2d6e6ed,4000.55,1
0xb2d3e657,254.13,1
0xb2d0cc62,0.0,1
0xb2d37eef,0.32,1
0xb2d6016d,71592.43,2
0xb2d6cb24,1.1,1
0xb2d69674,7.16,1
0xb2d39bf9,0.43,1
0xb2d36368,0.0,1
0xb2d69b0c,8382.4,1
0xb2d294da,32754.04,1
0xb2d1f958,12664.02,1
0xb2d6827f,331.18,1
0xb2d6872f,4085.98,1
0xb2d6a54d,0.81,1
0xb2d25e62,8.12,1
0xb2d5822c,2.96,1
0xb2d54ad0,3336.32,2
0xb2d6b37e,6.85,1
0xb2d5b7e7,413.73,1
0xb2d1febc,180091.86,4
0xb2d08180,0.88,1
0xb2d34652,1456.81,1
0xb2d13d24,63.07,1
0xb2d0aa87,1692.2,1
0xb2d7096a,220000.0,2
0xb2d6a172,11894.67,1
0xb2d1fdba,70010.13,3
0xb2d6af3d,10316.75,1
0xb2d188e7,620002.76,5
0xb2d099d7,10.17,1
0xb2d086a8,18.18,1
0xb2d2635d,185.25,1
0x3b9b3621,21.22,1
0xb2d2ff72,356545.95,2
0xb2d8eb8f,1.0,1
0xb2d269cf,2373.6,1
0x3b9b4146,19.9,1
0xb2d1cb80,174.97,1
0xb2d6e021,120.17,1
0xb2d2d713,59787.95,1
0xb2d32ba9,0.0,1
0xb2d28adb,1700000.88,2
0xb2d08ccf,1.0,1
0x3b9b384f,1.0,1
0xb2d2f7dd,20.99,1
0xb2d579fe,0.0,1
0xb2d392ab,35523.27,1
0x3b9b46d7,188.66,2
0xb2d3ef96,5.47,1
0xb2d2e00a,0.0,1
0xb2d2b1d5,0.0,1
0xb2d38306,6.14,1
0xb2d3953f,1249.94,1
0xb2d5f504,0.01,1
0xb2d44c09,5136.69,1
0xb2d07f64,3.59,1
0xb2d2d086,30.48,1
0xb2d38ca2,0.92,1
0xb2d109af,200446.82,2
0xb2d54ae8,0.58,1
0xb2d2536d,2.44,1
0x3b9ade79,0.11,2
0xb2d5ae6c,0.0,1
0xb2d28571,344.76,1
0xb2d1ae88,340051.18,5
0xb2d1a2f7,1419.2,1
0xb2d4365e,0.0,1
0xb2d51290,1104.14,2
0xb2d65567,1006.31,1
0xb2d235b8,47.45,1
0xb2d690d1,690.2,1
0xb2d6e345,0.01,1
0xb2d08f8a,3094.02,1
0xb2d16577,18.05,1
0xb2d5a6b9,4.08,1
0xb2d563ab,2490.06,1
0x3b9b276c,9333.25,5
0xb2d0d028,281000.0,2
0xb2d1e5ea,0.05,1
0xb2d1d480,0.0,1
0xb2d09fa7,0.76,1
0xb2d3479f,2754.53,1
0xb2d559eb,972.91,1
0xb2d358e5,7.45,1
0xb2d5d6bf,0.02,1
0xb2d12a70,0.0,1
0xb2d3b0c6,302556.79,1
0xb2d2e9f7,150009.43,3
0xb2d1a033,0.0,1
0xb2d4e3d4,370864.38,3
0xb2d147dd,3.16,3
0xb2d57a73,3477.66,1
0xb2d18eba,0.16,1
0xb2d2a380,51.37,1
0xb2d6b771,252664.69,2
0xb2d25df9,51.57,1
0xb2d6bb28,4.96,1
0xb2d5fafe,201215.01,2
0xb2d0ca6a,65505.56,4
0xb2d5f7ef,0.0,1
0xb2d259af,100000.0,2
0xb2d1ed43,20802.3,1
0xb2d68fed,200141.98,2
0xb2d63d5b,62.89,1
0xb2d5095d,590042.22,6
0xb2d2e433,8.32,1
0xb2d1e047,10000.76,1
0xb2d13f49,333159.63,3
0xb2d0fbff,0.54,1
0xb2d52ebf,65.05,1
0xb2d21215,9238.81,3
0xb2d307e2,8.6,1
0xb2d126ef,3.01,1
0xb2d109a9,300051.31,3
0xb2d31e9b,3020.9,1
0xb2d09b24,1.0,1
0xb2d2d422,1.45,1
0xb2d20b7c,0.07,1
0xb2d12833,610000.08,3
0xb2d0c410,62.2,1
0xb2d813fb,200.49,1
0xb2d1eb4b,16109.99,1
0xb2d35d02,10376.4,1
0xb2d6dc94,302133.55,3
0xb2d29828,0.25,1
0xb2d1e5cc,10.12,1
0xb2d133b8,23.53,1
0xb2d448e5,88.41,1
0xb2d29cf3,250094.42,3
0xb2d6830c,4617.4,1
0xb2d2ef40,1459.93,1
0xb2d3754a,0.0,1
0xb2d50cab,185536.42,2
0xb2d43e4a,6.48,1
0xb2d41477,277031.72,3
0x3b9ae272,1086.72,2
0xb2d37c5b,107734.92,1
0xb2d20666,10887.73,2
0xb2d2cdd4,0.29,1
0xb2d65222,300093.85,2
0xb2d60983,20130.85,1
0xb2d6d544,83.62,1
0xb2d19dd5,331.87,1
0xb2d2d17f,1.37,1
0xb2d42ce3,29934.26,1
0xb2d42632,3636.11,1
0xb2d42965,2863.27,1
0xb2d8d87e,0.0,1
0x3b9b39f3,0.01,1
0xb2d3abf5,0.38,1
0xb2d85904,7698.79,1
0xb2d56195,20393.67,2
0xb2d5c5bb,7.03,1
0xb2d06c62,473823.36,3
0xb2d08ffc,1.0,1
0xb2d12488,16.75,1
0xb2d1a7e9,0.0,1
0xb2d1d5dc,153.72,2
0x3b9ada26,0.35,1
0xb2d6e957,0.99,1
0xb2d67fa6,200068.85,2
0xb2d620db,620237.09,5
0xb2d78fc2,200000.42,2
0xb2d1227b,82.13,1
0xb2d6244a,670.86,1
0xb2d22403,276.34,1
0xb2d6d7a2,10.0,1
0xb2d29a23,7.4,1
0xb2d85aa8,167.38,1
0xb2d6c6ef,0.46,1
0xb2d67169,150006.87,2
0xb2d19b3b,0.2,1
0xb2d2974a,6879.69,1
0xb2d0b31e,8.35,1
0xb2d50a0e,162000.0,2
0xb2d3a6df,400019.94,2
0xb2d0cbc6,50687.17,2
0x3b9b3e91,0.7,1
0xb2d16d60,50040.58,1
0xb2d12f89,0.01,1
0xb2d1e16a,12.12,1
0xb2d30e00,69.93,1
0xb2d62396,3.69,1
0xb2d6e03f,100006.06,2
0xb2d65df2,190005.96,3
0xb2d6a9d0,3312.98,1
0xb2d8d176,50000.0,2
0xb2d185ff,130218.13,1
0xb2d3f0ce,3031.71,1
0xb2d69299,5.11,1
0x3b9b3e55,10.2,1
0xb2d6f92f,40000.42,2
0xb2d0f9c8,0.18,1
0xb2d5eaab,0.43,1
0xb2d5ec5b,0.01,1
0xb2d23e7f,31.3,1
0xb2d2b0d9,5509.85,1
0xb2d606cb,1.53,1
0xb2d41e4c,203.52,1
0xb2d1a246,109172.39,4
0xb2d656c9,15759.85,1
0xb2d22fd6,13.37,1
0xb2d07efb,88674.39,2
0xb2d2e9f4,65.3,1
0xb2d37c07,20407.67,1
0xb2d3db59,1113.7,1
0xb2d6c1a9,182169.77,1
0x3b9b147c,21.04,3
0xb2d39f02,1.11,1
0xb2d0d6d6,145255.92,2
0xb2d5bcc1,950004.56,4
0xb2d2e9b8,20.67,1
0xb2d6a7ea,12996.83,1
0xb2d181a6,1422.31,1
0xb2d3a697,100000.0,3
0xb2d6b468,550000.0,3
0xb2d4555a,9.09,1
0xb2d5ac7a,33.34,1
0xb2d85844,250000.42,3
0xb2d3268a,309.97,1
0xb2d4fbef,0.18,1
0xb2d77f99,0.56,1
0xb2d8fd8f,1.0,1
0xb2d15842,0.82,1
0xb2d1a711,0.1,1
0xb2d0cd9a,1.0,1
0x3b9b44e8,1.09,1
0xb2d0880a,637231.38,3
0xb2d5c76e,5.0,1
0x3b9ae632,3.74,1
0xb2d43c73,97.49,1
0xb2d56903,12.16,1
0xb2d423fe,20.66,1
0xb2d2ffd8,12.06,1
0xb2d1af9f,180009.5,3
0xb2d132f8,0.01,1
0xb2d5a23c,0.0,1
0xb2d4aab9,17774.32,1
0xb2d8a2cf,800.0,1
0xb2d34e2c,0.05,1
0xb2d1425b,0.06,1
0xb2d62c00,0.25,1
0xb2d4ea31,3026.0,1
0x3b9af184,0.0,2
0xb2d33fa1,0.04,1
0xb2d0714e,86.41,2
0xb2d43910,151750.08,2
0xb2d10c10,350028.64,3
0xb2d164f3,42.74,1
0xb2d79022,0.0,1
0xb2d13c2e,2576.32,1
0xb2d55898,0.22,1
0xb2d29fdb,1175.48,1
0xb2d5669f,107.6,1
0xb2d2d9cb,3.35,1
0xb2d0b264,166.81,1
0xb2d67fa3,18.22,1
0xb2d14609,29.13,1
0xb2d3e99c,15002.78,2
0xb2d27683,0.0,1
0xb2d58820,3.17,1
0xb2d0fd52,16.04,1
0xb2d13d2a,2.21,1
0xb2d6e129,100011.07,3
0xb2d0b489,365825.65,6
0xb2d2dc5c,1.71,1
0xb2d258d7,0.38,1
0xb2d341c6,420.03,1
0xb2d285cb,37.99,1
0xb2d3b07e,249586.47,3
0xb2d29ef1,0.0,1
0xb2d08d53,0.0,1
0xb2d0dcd6,100.32,1
0xb2d287de,3.7,1
0xb2d3aba7,60.0,1
0x3b9b33ed,31.59,1
0xb2d07577,0.5,1
0xb2d23ae9,2.18,1
0xb2d6849b,83.08,1
0xb2d551fc,162.38,1
0xb2d6c29f,353745.36,2
0xb2d24122,77.07,1
0xb2d27e30,481226.19,4
0xb2d40733,25.4,1
0xb2d06605,0.0,1
0xb2d34076,864.41,1
0xb2d60dca,59002.69,5
0xb2d3c875,127.27,1
0xb2d37c58,31592.64,1
0x3b9b21a8,0.01,1
0xb2d20093,910.36,1
0xb2d09a3d,4.76,1
0xb2d2abd8,0.56,1
0xb2d4879d,18184.1,1
0xb2d3192b,10075.36,1
0xb2d77f7b,53.72,1
0xb2d6b927,2.97,1
0xb2d6e8f7,0.36,1
0xb2d1d83d,12135.18,1
0xb2d20fbd,17052.13,1
0xb2d1ed4f,2.62,1
0xb2d242b1,0.29,1
0xb2d30f4a,0.0,1
0xb2d407ff,13.08,1
0xb2d395f3,100002.65,2
0xb2d64a7e,48000.0,1
0xb2d2029d,0.56,1
0xb2d3e1b3,67511.79,2
0xb2d6242c,43.73,1
0xb2d382a6,18984.56,1
0xb2d47cb4,53487.8,2
0xb2d673fd,200006.34,2
0xb2d34c88,973.7,1
0xb2d2ca0b,184.31,1
0xb2d56c33,0.74,1
0xb2d6e76b,200021.27,2
0xb2d700df,0.06,1
0x3b9b3f9c,1.0,1
0x3b9b409e,5.03,1
0xb2d6f53c,0.95,1
0xb2d096f2,1.0,1
0xb2d41a11,30.29,1
0xb2d8eaab,35.0,1
0xb2d1f22c,1.0,1
0xb2d26fab,271.14,1
0xb2d0ad2d,3043.66,1
0xb2d6c983,780000.0,4
0x3b9b1719,1.18,1
0xb2d67de7,213559.79,2
0xb2d5c735,50102.84,2
0xb2d35132,616.23,2
0xb2d65dad,514169.55,1
0xb2d500cf,100026.89,2
0xb2d42dfd,0.01,1
0xb2d3a54d,82.8,1
0xb2d2da82,72.66,1
0xb2d5a60b,0.0,1
0xb2d34db7,3.24,1
0xb2d07040,5.12,1
0xb2d5e1bd,100819.84,1
0xb2d517f1,0.31,1
0xb2d628e2,301.48,1
0xb2d4daf2,0.94,1
0xb2d210d7,188653.23,2
0xb2d3ab3b,28105.37,1
0xb2d1e9e9,145.75,2
0xb2d6feea,0.09,1
0xb2d3271d,0.53,1
0x3b9b4a04,63000.0,4
0xb2d39806,137123.85,1
0xb2d0d29b,0.0,1
0xb2d7830e,841749.98,3
0xb2d49271,11.74,1
0xb2d3a568,100.63,1
0xb2d5b7c0,0.31,1
0xb2d50a0b,0.05,1
0xb2d38c42,237.94,1
0xb2d571b2,11.74,1
0xb2d16c8e,10011.86,1
0xb2d3ef7e,0.36,1
0xb2d67b77,236.31,1
0xb2d75884,0.25,1
0xb2d2316e,579.28,1
0xb2d1b047,1.0,1
0xb2d31568,0.02,1
0xb2d405b9,0.0,1
0xb2d2ec64,11.06,1
0xb2d58bd4,0.0,1
0xb2d3adba,75.22,1
0xb2d3e93f,1116.88,1
0xb2d2be89,243.89,1
0xb2d06890,0.0,1
0xb2d32480,66.87,1
0xb2d2c945,10102.29,1
0xb2d2a8f9,41.55,1
0xb2d5f5a0,1.19,1
0xb2d2de8a,20.69,1
0xb2d6cabb,24.44,1
0xb2d5b1de,180188.33,4
0xb2d62759,10001.06,2
0x3b9b1bf0,0.28,1
0xb2d3b252,5052.87,1
0xb2d6cea5,0.27,1
0xb2d701b1,31.15,1
0xb2d1b58a,9.19,1
0xb2d6d478,2.44,1
0xb2d8f44d,260000.0,2
0xb2d09ea5,1.0,1
0x3b9af199,257739.55,4
0x3b9b26a9,1135.82,2
0xb2d1c3af,1.0,1
0x3b9ad38a,186.54,2
0xb2d18557,2.51,1
0xb2d22235,0.27,1
0xb2d697f1,23.55,1
0xb2d52c3a,0.0,1
0xb2d622a3,30175.46,2
0xb2d34b80,6.92,1
0xb2d39fe0,3.17,1
0xb2d897dd,5.54,1
0xb2d1d708,322.63,1
0xb2d1d24c,127020.0,3
0xb2d556fd,120011.77,3
0xb2d6fa79,0.0,1
0xb2d69932,2473.77,1
0xb2d53d59,20159.21,2
0xb2d22f10,86.62,1
0xb2d3aa2a,2.0,1
0xb2d5bf2b,5.95,1
0xb2d33794,0.25,1
0xb2d2cf24,2.26,1
0xb2d11e25,0.69,1
0xb2d87911,0.1,1
0xb2d080a5,1.0,1
0xb2d63554,11.22,1
0xb2d2cfba,51.84,1
0xb2d135bf,0.01,1
0xb2d5c384,426.94,1
0xb2d1a6ea,101.28,1
0xb2d64c2e,7.27,1
0xb2d1e5ed,32.14,1
0xb2d35fcc,0.05,1
0xb2d5d96b,9.34,1
0xb2d2fd68,0.0,2
0xb2d58a48,45705.13,1
0xb2d5c528,0.28,1
0xb2d6d196,7.74,1
0xb2d8ed00,1384.0,1
0xb2d363e9,0.02,1
0xb2d2ec0a,142.85,1
0xb2d22850,35.99,1
0xb2d22439,102.09,1
0x3b9b3d1a,92.09,1
0xb2d5b5d4,0.01,1
0xb2d099c2,1.0,1
0xb2d07529,1.0,1
0xb2d457e5,10.05,1
0xb2d28202,104611.92,1
0xb2d2d0ec,0.02,1
0xb2d3a0a6,98557.05,2
0xb2d3e9f0,0.36,1
0xb2d3bd17,163057.49,1
0xb2d3fe2d,1.27,1
0xb2d24cef,350014.9,3
0x3b9addb0,22.74,1
0xb2d28145,802.33,1
0x3b9b11fa,88.18,1
0xb2d2fac2,3021.16,1
0xb2d0d97c,5.52,1
0x3b9af205,209559.98,3
0xb2d6cc7a,1.03,1
0xb2d386de,239.65,1
0xb2d348cb,0.0,1
0xb2d1f109,253.89,3
0xb2d3191c,3139.73,1
0xb2d2f702,52758.72,2
0xb2d6b012,100.09,1
0xb2d06d5b,1.0,1
0xb2d5f2c1,240001.76,2
0xb2d0976a,1.0,1
0xb2d1cf22,0.0,1
0xb2d23b6d,320010.32,5
0xb2d5a4a9,0.0,1
0xb2d0dd8a,21.6,1
0xb2d085e2,14.29,1
0xb2d6f3c2,15350.65,1
0xb2d51e8a,51120.62,2
0xb2d43418,2359476.64,3
0xb2d34a2a,0.03,1
0xb2d55157,833.56,1
0xb2d55ae4,1.74,1
0xb2d2392d,325328.06,5
0xb2d0957e,1.4,2
0xb2d1e50c,1.0,1
0x3b9b4065,1.72,2
0xb2d41978,0.72,1
0xb2d17fe1,151.12,1
0xb2d2b3f4,1.4,1
0xb2d5c918,20.25,1
0xb2d1e5e4,1.0,1
0xb2d3bcc0,0.02,1
0xb2d1b881,0.0,1
0xb2d23441,1.62,1
0xb2d773ba,0.0,1
0xb2d17ad4,0.0,1
0xb2d17ace,0.12,1
0xb2d59dc5,4.59,1
0xb2d337f1,8054.74,1
0xb2d1edfd,2860.55,1
0xb2d62198,6.35,1
0xb2d07733,62.86,1
0xb2d22df3,10.11,1
0xb2d237b9,1.08,1
0xb2d4f754,18.32,1
0xb2d6b91b,11250.36,1
0xb2d6f5e4,12.82,1
0xb2d42d22,5.4,1
0xb2d179d8,1591229.15,5
0xb2d1ad5c,46.6,1
0xb2d14d26,0.15,1
0xb2d6ca1c,0.5,1
0xb2d241df,511554.56,2
0xb2d4dac2,1.11,1
0xb2d4c958,7162.16,1
0xb2d1458b,0.33,1
0xb2d3ecde,30841.12,1
0xb2d28874,0.93,1
0xb2d36305,42.89,1
0xb2d175eb,576.87,1
0xb2d64eaa,10000.53,2
0xb2d63dd9,165004.07,4
0xb2d68501,518.72,1
0xb2d25727,230.43,1
0xb2d2180c,173.18,1
0xb2d21824,11.87,1
0xb2d65a47,0.0,1
0xb2d58925,1.51,1
0xb2d0b432,13.84,1
0xb2d58f73,59.04,1
0xb2d56b07,104.2,1
0xb2d51170,8547.4,1
0xb2d070be,84.45,1
0xb2d429bf,4.54,1
0xb2d2e6c7,11.06,1
0xb2d19217,47.91,1
0xb2d5bdf9,560000.0,3
0xb2d11a92,336.87,1
0xb2d5628e,20.03,1
0xb2d619b5,4.44,2
0xb2d55bc5,2.69,1
0xb2d176b7,0.0,1
0x3b9b1293,1.85,1
0xb2d2bdc0,29.8,1
0x3b9ace0b,0.71,1
0xb2d6ec7b,0.0,1
0xb2d6ef99,20000.21,2
0xb2d0ba23,680000.0,2
0xb2d258c5,16.8,1
0xb2d2c7b3,1.0,1
0xb2d1efc5,1.0,1
0xb2d7863e,0.0,1
0xb2d78c71,233.04,1
0xb2d357c2,1.98,1
0xb2d89201,100.0,1
0xb2d1e18e,3531.3,1
0xb2d0a29e,10.17,2
0xb2d1f5e3,32.39,1
0xb2d10517,6.18,1
0xb2d2369f,5.8,1
0xb2d2f39f,0.0,1
0xb2d20ca2,0.0,1
0xb2d1a5b2,258085.9,2
0xb2d63db2,89.23,1
0xb2d24413,0.0,1
0xb2d17822,15.45,1
0xb2d1bbba,0.9,1
0xb2d78173,20000.0,1
0xb2d8d386,0.0,1
0xb2d3b141,2887.71,1
0x3b9b1908,1538.1,1
0xb2d5c219,67.09,1
0xb2d15188,0.0,1
0xb2d110c0,27.04,1
0xb2d281f6,8.07,1
0xb2d23dd7,5.24,1
0xb2d62f81,7.44,1
0xb2d4e002,2101905.6,1
0xb2d13e56,0.04,1
0xb2d3716c,50.69,1
0xb2d6a424,0.0,1
0xb2d0b4b9,20.32,1
0xb2d1437b,0.0,1
0xb2d6b336,50.04,1
0xb2d4ed01,415305.0,4
0xb2d692cf,0.08,1
0xb2d311e4,3.77,1
0xb2d26e7f,0.0,1
0xb2d58da8,0.1,1
0xb2d8f08a,9.59,1
0xb2d43706,0.11,1
0xb2d5dbc3,0.43,1
0xb2d32f0f,104.62,1
0xb2d3a00a,134744.4,2
0xb2d38d98,1.51,2
0xb2d212b4,99.57,1
0xb2d06cc5,481.34,1
0xb2d46da8,9.7,1
