cust_no,C1,C2
0xb2d7b15e,602910.9,3
0xb2d2646b,11761.42,1
0xb2d141fe,0.0,1
0xb2d8cfc9,0.41,1
0xb2d202e5,59.2,1
0xb2d202f7,133.45,1
0xb2d1dca5,101.11,1
0xb2d14216,370000.57,1
0xb2d58646,36600.99,4
0xb2d1a36c,5017.96,1
0xb2d5aaa6,10178.75,2
0xb2d17f09,0.52,1
0xb2d54d16,8.43,1
0xb2d58643,18.53,1
0xb2d5e7a2,167001.25,4
0xb2d1dc8a,772965.8,6
0xb2d2c228,0.0,1
0xb2d17ef1,1570010.44,7
0xb2d58607,0.43,1
0xb2d141d7,1.11,1
0xb2d2277b,3649932.16,9
0xb2d0e438,74.18,1
0xb2d141da,0.2,1
0xb2d1dc87,0.0,1
0xb2d8cff9,18.53,1
0xb2d0e441,21082.56,3
0xb2d141cb,260095.72,3
0xb2d17ef7,16300.38,1
0xb2d22772,6.12,1
0xb2d81089,230002.53,3
0xb2d26498,287.96,1
0xb2d54ce6,10474.99,2
0xb2d7ad65,34.34,1
0xb2d8d014,700004.19,3
0xb2d8d01a,420.86,1
0xb2d1dc78,0.0,1
0xb2d92d89,12.24,1
0xb2d2278a,1.08,1
0xb2d405ec,7.63,1
0xb2d17ee5,10799.17,4
0xb2d58610,10.28,1
0xb2d405e3,205.83,1
0xb2d7ad26,0.0,1
0xb2d405d7,10062.84,2
0xb2d28922,7.27,1
0xb2d6f1df,0.4,1
0xb2d28925,70.29,1
0xb2d6f1e2,300000.17,2
0xb2d7b119,485228.82,7
0xb2d669b0,150006.05,4
0xb2d405c8,1001.06,1
0xb2d1a3bd,155959.09,4
0xb2d227b4,1212.76,1
0xb2d6f1d9,0.08,1
0xb2d6f1dc,0.1,1
0xb2d405c2,20818.58,1
0xb2d2c237,780.7,1
0xb2d264ad,1604023.38,4
0xb2d2c27c,5965.39,4
0xb2d405b6,0.77,1
0xb2d2e6e5,60.31,2
0xb2d28946,658030.04,6
0xb2d86e31,662254.95,5
0xb2d788a2,48.86,1
0xb2d2894f,154065.26,6
0xb2d227bd,210009.76,2
0xb2d227c0,0.0,1
0xb2d78c74,3426.5,1
0xb2d3a802,400375.59,3
0xb2d1dcc9,51.88,4
0xb2d1dccf,2.5,1
0xb2d2892b,14.19,1
0xb2d28931,0.0,1
0xb2d78c7a,197.25,1
0xb2d3a7fc,850832.99,10
0xb2d2c270,0.0,1
0xb2d2c25b,0.66,1
0xb2d1dcbd,1.0,1
0xb2d6f1f7,0.02,1
0xb2d323cc,13.52,1
0xb2d86e4c,907.75,1
0xb2d776e7,405685.69,2
0xb2d776ea,50118.35,2
0xb2d087f8,2.0,1
0xb2d08429,102116.97,3
0xb2d43031,1.49,1
0xb2d4302e,105343.92,2
0xb2d0e5a9,8.12,2
0xb2d08414,240125.28,4
0x3b9b3363,22506.54,2
0x3b9b3360,0.0,2
0xb2d087f2,0.0,2
0x3b9b335a,786125.57,2
0xb2d71939,451775.81,4
0xb2d6b7b9,350027.63,7
0xb2d37106,1.0,1
0xb2d42c77,18.18,1
0xb2d7770e,6867.46,1
0xb2d0e5be,77025.2,2
0xb2d6b7c5,0.06,1
0xb2d6b7c2,2.83,1
0xb2d0a8b9,11.96,1
0xb2d0a8b3,0.07,1
0xb2d0a8b6,2.87,3
0xb2d34a3f,110502.1,1
0xb2d3ce90,1.95,1
0xb2d0ac88,26.91,1
0xb2d8f792,1209.08,1
0xb2d63356,451432.77,4
0xb2d08819,1.0,1
0xb2d42c8c,88.43,1
0xb2d43070,8358.45,1
0xb2d0880a,671966.89,4
0xb2d08435,28.65,1
0x3b9b3327,55.75,2
0x3b9ad591,511822.62,77
0xb2d43079,22.27,1
0xb2d0842f,615054.49,4
0xb2d6f488,81.78,1
0x3b9b331b,912883.43,5
0xb2d6f48b,200932.66,2
0xb2d0e5ee,0.0,3
0xb2d1a50a,20.36,1
0xb2d69302,0.3,1
0xb2d69305,34.17,1
0xb2d4ebcf,1090115.06,2
0xb2d692fc,3006.24,1
0xb2d6b783,460330.39,5
0xb2d0a8c5,0.0,1
0xb2d1680e,510061.8,5
0xb2d10a6c,6113777.69,2
0xb2d0a8cb,9.89,1
0xb2d143ab,0.0,1
0x3b9ad55e,1585007.71,15
0xb2d143a8,383.42,1
0xb2d6f47c,30000.63,2
0xb2d1a4f5,103236.4,3
0xb2d16805,0.11,1
0xb2d1a507,1.0,1
0xb2d22961,522.66,2
0xb2d6b777,120020.32,2
0xb2d6b771,254443.83,2
0xb2d60e9f,0.0,1
0xb2d0ace5,1.75,1
0xb2d60e9c,428184.01,5
0xb2d0e5c4,1321120.49,11
0xb2d0e5c1,63.04,1
0xb2d6b7a1,12.77,1
0xb2d63305,10121.55,2
0xb2d0e5d0,105.56,2
0xb2d0e5cd,0.08,1
0xb2d14357,7092.46,1
0xb2d632f9,0.65,1
0xb2d573e0,1974.45,1
0xb2d83852,50056.49,2
0xb2d6f4a0,48.05,1
0xb2d60e87,25.58,2
0xb2d1437b,0.0,1
0xb2d22991,9.75,1
0xb2d0e5d9,77064.18,4
0xb2d4ebd8,810.39,1
0xb2d22997,9810.44,1
0xb2d8384f,402849.8,3
0xb2d6b795,13.02,1
0xb2d60e7e,55649.81,3
0xb2d6f494,1002962.5,4
0xb2d0acc1,107677.51,4
0xb2d6f497,23651.09,2
0xb2d1f067,2.02,1
0xb2d22985,10463.43,1
0xb2d0e5e2,4.42,1
0xb2d1436c,9304908.68,4
0xb2d22988,1.45,1
0xb2d5d185,160302.09,2
0xb2d1f061,0.11,1
0xb2d6f49a,144935.73,1
0xb2d10a36,0.01,1
0xb2d60e75,80812.84,2
0xb2d10a39,0.51,2
0xb2d60e78,51274.75,2
0xb2d28b1d,0.0,1
0xb2d5d167,50134.64,2
0xb2d60e69,50082.63,2
0xb2d10a3c,3316120.74,9
0xb2d229a3,293.78,2
0xb2d5d173,500076.2,2
0xb2d28b2f,21.22,1
0xb2d1f085,1.0,1
0xb2d24e2a,0.0,1
0xb2d573dd,150022.57,4
0xb2d229c1,155083.09,3
0xb2d28b0b,0.01,1
0xb2d28b11,580020.36,7
0xb2d0ac79,1763000.29,9
0xb2d0ac76,530.84,2
0xb2d167e4,957015.33,14
0xb2d24e1e,255252.71,5
0xb2d5d155,7.18,1
0xb2d60e57,295.28,1
0xb2d5d15b,0.16,1
0xb2d229b8,102775.41,2
0xb2d0a892,0.0,1
0xb2d8f78c,66.34,1
0xb2d6f4d6,56536.37,2
0xb2d57398,160011.14,3
0xb2d60e4b,950009.09,9
0xb2d24e3c,301422.4,5
0xb2d54f26,1.57,1
0xb2d167a8,2.2,2
0xb2d6b7d1,408.13,1
0xb2d60e48,1.59,1
0xb2d54f2f,7.42,1
0xb2d573ad,30181.34,3
0xb2d6f4c7,677655.96,1
0xb2d6f4ca,13.48,1
0xb2d1f0a9,58.46,1
0xb2d6936b,1000137.82,2
0xb2d1f0ac,2.57,1
0xb2d54f3b,207335.27,2
0xb2d9554f,350003.69,2
0xb2d69365,35305.81,3
0xb2d6f4bb,470000.92,3
0xb2d5739e,101010.29,2
0xb2d6f4c1,0.0,1
0xb2d24e45,42001.96,3
0xb2d1f0b8,434.75,39
0xb2d28b44,850456.9,7
0xb2d1a4b6,0.65,1
0xb2d8f73b,75000.79,2
0xb2d24e60,4.76,1
0xb2d8f74a,200002.11,2
0xb2d54f17,130008.89,4
0xb2d1c994,3989.1,1
0xb2d54f14,30000.0,3
0xb2d2e901,10008774.97,2
0xb2d28b62,0.0,1
0xb2d2afc5,0.99,1
0xb2d8f72f,7000122.2,2
0xb2d2e8f5,0.0,1
0xb2d28b68,1350.46,1
0xb2d5aca7,0.04,1
0xb2d167ff,0.11,1
0xb2d8f765,100.05,1
0xb2d2b007,6.13,1
0xb2d30da9,24395.27,1
0xb2d087ce,1166.27,1
0xb2d8f76b,100.05,1
0xb2d087d4,11675.42,5
0xb2d8f774,100.05,1
0xb2d95504,440000.0,2
0xb2d1c967,0.94,1
0xb2d954ec,0.95,1
0xb2d6931a,6.2,1
0xb2d8f753,2106.69,1
0xb2d1c96d,71091.71,1
0xb2d2e928,861.91,1
0xb2d7772f,0.0,1
0xb2d3cecc,0.01,1
0xb2d083e7,791134.37,15
0xb2d083e4,2.92,1
0xb2d69317,0.14,1
0xb2d34a7b,616.43,1
0xb2d1c964,0.43,1
0xb2d42c4a,284644.31,5
0x3b9b3372,1.0,1
0xb2d954f5,469.84,1
0xb2d34a8a,206102.89,5
0xb2d30d88,1037.67,1
0xb2d2affb,563.97,1
0xb2d954ef,1.0,1
0xb2d30d85,700000.0,5
0x3b9b32ee,17.53,1
0xb2d6b759,15728.09,1
0xb2d083a8,219518.36,4
0x3b9ad54f,393376.34,10
0xb2d3cf2f,38000.3,3
0xb2d430a3,13003.69,2
0xb2d083ab,18.19,1
0xb2d3cf2c,127.39,1
0x3b9b32eb,1.0,1
0xb2d0839c,0.45,2
0xb2d7767b,531069.98,4
0xb2d430af,10116.65,1
0xb2d083a5,1.55,1
0xb2d083a2,0.0,1
0xb2d2b01c,509139.33,3
0x3b9b32d9,50.77,2
0xb2d3717b,83865.56,1
0x3b9b32e2,242757.82,6
0xb2d6b744,2345.17,1
0xb2d42ce3,44648.39,1
0xb2d7afc6,210.51,1
0xb2d6f449,25.07,1
0xb2d30db2,0.0,1
0xb2d3cf0b,227013.81,2
0x3b9ad543,293.66,2
0xb2d430c1,1155.7,1
0xb2d48e4e,602.66,1
0xb2d430c7,1226289.5,4
0xb2d0a838,257161.02,4
0xb2d0a83e,9.16,2
0xb2d3cf02,100086.15,2
0xb2d34ab7,2.4,1
0xb2d42cfe,27182.92,1
0xb2d083d5,1.0,1
0x3b9b32c1,1492.21,2
0xb2d4ec1a,38.78,1
0xb2d083c6,0.86,2
0xb2d430d6,200745.4,2
0xb2d48e66,0.69,1
0xb2d633bf,652372.31,5
0xb2d3cef0,5150.04,1
0xb2d34ad2,50002.98,2
0xb2d7af8a,20001.06,2
0xb2d4ec08,60003.01,3
0xb2d3cede,0.1,1
0xb2d3cee4,444220.8,8
0x3b9ad51c,0.01,1
0xb2d0a862,1071363.49,3
0xb2d0a865,4.64,1
0xb2d6f416,58.34,1
0xb2d4ec3e,0.0,1
0xb2d48e9f,39095.61,2
0xb2d69290,1953411.99,13
0xb2d48ea2,120053.8,1
0xb2d0e57c,1650.17,1
0xb2d229d0,1315.95,6
0xb2d633a4,390078.11,6
0xb2d633a1,460000.1,3
0xb2d1a49e,36.93,1
0xb2d1a49b,170044.16,4
0xb2d109e5,283.7,3
0xb2d109f4,10002.06,2
0xb2d83807,3769.06,1
0xb2d229dc,15312.32,1
0xb2d6338f,361034.08,4
0xb2d14333,604045.84,3
0xb2d109ee,22999.99,9
0xb2d10a00,5.64,1
0xb2d4ec32,100.03,1
0xb2d087b0,34.46,2
0xb2d4ec38,47.41,2
0xb2d229d9,0.14,1
0xb2d087b6,710000.0,6
0xb2d6338c,5.0,1
0xb2d0a88c,0.0,1
0xb2d229f4,50019.16,2
0xb2d6337d,0.0,1
0xb2d6f440,28.1,1
0xb2d1f0c7,193.4,1
0xb2d837e3,0.27,1
0xb2d6f434,660028.32,6
0xb2d229e8,74.6,1
0xb2d6b735,0.29,1
0xb2d6b732,202428.23,3
0xb2d28b77,70.27,1
0xb2d63377,0.0,1
0xb2d5d20f,30355.09,2
0xb2d6b717,0.21,1
0xb2d5d1f4,10.03,1
0xb2d4ec56,3972.5,1
0xb2d6b714,63.17,1
0xb2d6b71a,4423.52,1
0xb2d1f0dc,0.02,1
0xb2d0ac49,0.03,1
0xb2d1f0df,238250.1,3
0xb2d60ef6,1508025.33,3
0xb2d60efc,13517.79,1
0xb2d0e56a,45.66,1
0xb2d6b720,0.54,1
0xb2d22a03,29045.98,1
0xb2d6335c,230014.73,2
0xb2d837cb,19.02,1
0xb2d6b726,4.34,1
0xb2d8f717,756.12,1
0xb2d1f0eb,24.84,1
0xb2d1a46b,50001.82,2
0xb2d1a468,5.0,1
0xb2d22a27,0.56,1
0xb2d1f0e2,1386.99,1
0xb2d8f71a,20200.37,1
0xb2d692b4,0.0,1
0xb2d954ad,179.51,1
0xb2d22a1e,20.17,1
0xb2d1a471,380238.38,6
0xb2d60ee1,5.82,1
0xb2d2e934,10214816.92,3
0xb2d954bc,53.39,1
0xb2d24e81,4544.24,1
0xb2d22a1b,126008.07,2
0xb2d1a474,3.29,1
0xb2d8f723,112001.43,4
0xb2d8f726,0.41,1
0xb2d954b6,1.0,1
0xb2d8f729,14.25,1
0xb2d66c29,0.0,1
0xb2d60ed8,538038.4,4
0xb2d5d1c7,45.93,1
0xb2d28b80,11.79,1
0xb2d24e90,0.02,1
0xb2d60ed5,66.65,1
0xb2d24e93,996929.2,4
0xb2d60ed2,60380.15,2
0xb2d692bd,63002.13,3
0xb2d28b92,10.56,1
0xb2d1a465,0.29,2
0xb2d954e0,1.0,1
0xb2d692e1,0.0,1
0xb2d6f461,520000.04,2
0xb2d6f464,520000.04,2
0xb2d6f467,30000.63,2
0xb2d142c7,0.7,1
0xb2d60ec6,20379.64,2
0xb2d51293,100026.96,2
0xb2d1a447,1895237.92,9
0xb2d60ebd,485.56,1
0xb2d2e95b,0.0,1
0xb2d1f11b,0.9,1
0xb2d1a44a,1716.24,2
0xb2d5d1c1,92.23,1
0xb2d5129f,20167.36,3
0xb2d954cb,1.0,1
0xb2d2e952,11.21,1
0xb2d954c5,1.0,1
0xb2d60eae,0.0,1
0xb2d692f3,0.08,1
0xb2d2e94c,0.0,1
0xb2d28bb0,325.7,1
0xb2d1a42c,0.0,1
0xb2d954d1,460000.0,2
0xb2d5ad4c,789.17,1
0xb2d24edb,925000.0,12
0xb2d30dfa,5.54,2
0xb2d776c9,0.0,1
0xb2d30df4,0.0,1
0xb2d34b0b,55.19,1
0xb2d30df1,177.27,1
0xb2d24ed5,484.8,1
0xb2d30de8,0.0,1
0xb2d5ad31,702266.29,1
0xb2d2e976,1001205.88,6
0xb2d2e97c,2.64,1
0xb2d51284,0.2,1
0xb2d7d47d,1368.82,1
0xb2d5ad28,350012.43,5
0xb2d34b20,0.0,1
0xb2d51287,956849.55,8
0xb2d2e970,1022.6,1
0xb2d34b29,990006.34,9
0xb2d30e1e,1034.24,1
0xb2d2b07c,706.77,1
0xb2d8f6f6,201421.01,2
0xb2d42cb0,1.68,1
0xb2d54f59,1600088.87,3
0xb2d43088,1913.06,1
0xb2d54f56,130012.26,4
0xb2d30e12,0.72,1
0xb2d54f50,0.0,1
0xb2d1a483,10.14,1
0xb2d5ad04,7.37,1
0xb2d5125d,56.26,2
0xb2d30e03,21.5,1
0x3b9b32fa,102.24,1
0x3b9b3303,345.94,1
0xb2d1a489,0.05,1
0xb2d3cf3e,4610722.29,4
0xb2d2b070,23.19,1
0xb2d51266,125085.07,3
0xb2d8f6e7,292.22,1
0x3b9b3276,52677.28,7
0xb2d088e8,65.27,1
0xb2d3497f,500441.62,5
0xb2d3497c,128977.04,2
0xb2d14423,6.1,1
0x3b9b326d,331198.59,9
0x3b9b326a,0.0,8
0xb2d088e2,100074.25,3
0xb2d6f3da,0.88,1
0xb2d406e5,1492.07,1
0xb2d7af3f,0.69,1
0xb2d084fb,1440644.68,16
0xb2d3a940,74.84,1
0xb2d2e7ea,233311.49,4
0xb2d42b7e,11.14,1
0x3b9ad4c5,9.19,1
0xb2d08504,241129.28,8
0xb2d088d9,1949.25,6
0xb2d3a949,0.38,2
0x3b9b325b,1.0,1
0xb2d14438,90.68,8
0xb2d0e6a8,1318.31,2
0xb2d42f5f,500026.65,2
0xb2d6f3d4,0.42,1
0xb2d3a946,0.0,1
0xb2d3a92b,1472.8,1
0x3b9b324f,1.24,1
0xb2d324e6,100004.39,2
0x3b9b324c,4209.29,2
0xb2d36ffb,17.86,1
0xb2d34955,10.63,1
0xb2d4c64f,467.32,1
0xb2d37001,32147.66,1
0x3b9ad4bc,0.78,1
0xb2d3a931,0.17,1
0xb2d0a98e,533002.35,8
0xb2d6325a,3.69,1
0xb2d42bab,0.0,1
0xb2d63254,0.08,1
0xb2d0ad66,0.01,1
0xb2d7af24,0.0,1
0xb2d0e684,1.0,1
0xb2d0e67e,1.0,1
0xb2d0a98b,1059.07,2
0xb2d63248,503485.76,5
0xb2d088f4,3.6,2
0xb2d42bae,35.0,1
0xb2d10b4a,1692137.69,5
0xb2d6f398,1.69,1
0xb2d42bbd,84.46,1
0xb2d3a901,177020.65,7
0xb2d6323f,0.0,1
0xb2d5d0c5,385137.12,3
0xb2d6920f,6.13,1
0xb2d6f38c,1.4,1
0xb2d60dd0,5.12,1
0xb2d0a9c4,5.89,1
0xb2d3a90d,398.13,1
0xb2d60dca,84004.33,7
0xb2d6f38f,188624.24,3
0xb2d10b53,203029.09,2
0xb2d60dcd,3.48,1
0xb2d42fa1,0.0,1
0xb2d5d0d7,71.22,1
0xb2d5d0d4,157015.36,2
0xb2d63233,0.0,1
0xb2d168da,4.79,1
0xb2d42bc6,96.04,1
0xb2d5d0d1,13250.27,2
0xb2d69233,400000.32,3
0xb2d60dc1,2197324.91,24
0xb2d5d0b9,42002.39,2
0xb2d168fb,761613.16,2
0xb2d10b59,0.01,1
0xb2d5d0b0,44542.37,2
0xb2d10b6b,50000.1,7
0xb2d60dbb,245000.01,5
0xb2d168f8,0.63,1
0xb2d60db5,307118.98,3
0xb2d168f5,2.79,1
0xb2d95483,200000.0,2
0xb2d0a9b2,192.22,2
0xb2d5ac2f,0.27,1
0xb2d4eafa,27.99,1
0xb2d6f3c8,283.96,1
0xb2d6923c,2.0,1
0xb2d60da3,0.0,1
0xb2d5ac20,51948.9,2
0xb2d60da6,1.79,1
0xb2d10b29,266.68,1
0xb2d60d9a,0.46,1
0xb2d1a5c1,45.72,1
0xb2d2289e,10000001.0,2
0xb2d60d9d,42289.82,1
0xb2d5d089,501.72,1
0xb2d4eaee,6.42,1
0xb2d168ce,431454.76,9
0xb2d168d4,21.56,1
0xb2d10b3e,15.05,1
0xb2d6f3a7,8.0,1
0xb2d60d91,130860.64,2
0xb2d2289b,476.67,1
0xb2d0adae,21.08,2
0xb2d10b38,549352.62,2
0xb2d6f3aa,500.69,1
0xb2d54e66,230012.04,11
0xb2d168c5,1.2,1
0xb2d92fcf,1750050.14,3
0xb2d95435,200000.0,2
0xb2d1ca3c,1329570.88,5
0xb2d5115e,1943841.5,7
0xb2d60d7c,331273.01,9
0xb2d228ad,1553061.0,25
0xb2d8f6ae,2287.18,1
0xb2d8f687,39.05,1
0xb2d69254,50727.94,2
0xb2d5ac17,2389236.61,3
0xb2d92fb7,4.69,1
0xb2d6924e,0.0,1
0xb2d5ac11,37099.43,2
0xb2d92fc9,96.31,1
0xb2d92fcc,4.8,1
0xb2d51179,100012.31,2
0xb2d4eaac,0.0,1
0xb2d228c8,0.54,1
0xb2d5ac0b,2385.42,1
0xb2d69269,224148.58,5
0xb2d5abdb,1180012.48,3
0xb2d95465,200000.0,2
0xb2d10aff,472742.06,4
0xb2d6926c,3.41,1
0xb2d1a5ac,60041.38,2
0xb2d28a5d,0.0,1
0xb2d54e36,98618.78,4
0xb2d1a5af,0.0,1
0xb2d5abd5,209144.33,3
0xb2d69263,0.0,1
0xb2d28a60,3.69,1
0xb2d28a63,322.43,1
0xb2d1a5b2,258085.98,2
0xb2d54e4e,545412.68,2
0xb2d69281,35717.64,1
0xb2d228f8,14.12,1
0xb2d4eacd,21.52,1
0xb2d228f2,46.74,1
0xb2d1a59d,0.24,1
0xb2d69278,121.44,1
0xb2d1a5a0,15.14,1
0xb2d28a4b,159.33,1
0xb2d4ead6,497186.99,4
0xb2d6926f,120000.0,5
0xb2d168a1,10.15,1
0xb2d228ec,160416.63,3
0xb2d084bc,0.66,1
0xb2d28a87,0.01,1
0xb2d8d1d6,170002.54,3
0xb2d28a84,223922.42,4
0xb2d08897,2621.09,2
0xb2d8705f,1616.45,1
0xb2d894d4,0.0,1
0xb2d2e81d,1180446.07,5
0xb2d28a93,9176.35,2
0xb2d3ce12,0.41,1
0xb2d92f81,0.33,1
0xb2d349ac,328.9,1
0xb2d2e811,0.12,1
0xb2d28a72,10.48,1
0xb2d28a6f,44.62,1
0xb2d54e21,3001.35,1
0xb2d8d1e8,5.0,1
0xb2d28a75,110002.64,4
0xb2d92f6c,0.0,1
0xb2d8d1e5,400100.08,1
0xb2d8f672,51.86,1
0xb2d8d206,306.02,1
0xb2d3cdf1,400000.0,10
0xb2d92fa2,15.17,1
0xb2d2e856,0.36,1
0xb2d8f678,15.66,1
0xb2d1ca63,503890.07,2
0xb2d1ca69,15.47,1
0xb2d1ca66,1155010.91,7
0xb2d2e844,80000.07,8
0xb2d2e84a,0.02,1
0xb2d3cde5,34.11,1
0xb2d7af66,2.34,1
0xb2d2e83b,12.19,1
0xb2d28a9c,1405.16,1
0xb2d28a99,2038.68,1
0xb2d3703a,1.0,1
0xb2d37037,3441.08,1
0xb2d1ca4e,556176.37,3
0xb2d40700,2184374.86,8
0xb2d40703,12.73,1
0xb2d8f66c,0.0,1
0xb2d2e82f,639.86,1
0xb2d1ca54,197934.94,5
0x3b9b3285,9263.0,3
0xb2d40b4d,4227.72,1
0xb2d40b4a,0.05,1
0xb2d0e615,24086.02,2
0xb2d40772,88.19,1
0xb2d0a907,1.0,1
0xb2d143b4,2990.61,1
0xb2d40b53,77.07,1
0xb2d370a0,5833.78,1
0xb2d08870,401773.03,4
0x3b9ad462,0.18,2
0xb2d08873,7.9,1
0xb2d3709a,751750.29,6
0xb2d0849e,1151874.91,6
0xb2d0849b,0.33,2
0xb2d0e61e,4771.0,1
0xb2d0e61b,379116.36,1
0xb2d3ce33,10043.18,2
0xb2d81263,16299.29,1
0xb2d42fbf,2.11,1
0xb2d0e62a,3.51,1
0xb2d81257,0.68,1
0x3b9b31e9,125026.48,2
0xb2d3ce27,10.48,1
0xb2d37085,46.19,1
0xb2d42bf3,280006.42,1
0xb2d3708b,35.48,1
0xb2d0885b,5695000.0,11
0x3b9ad44d,23.72,1
0xb2d08489,394506.9,6
0xb2d6f368,8824.69,1
0xb2d6f356,3228.92,1
0xb2d143c0,3.1,1
0xb2d468fb,36001.63,3
0xb2d143c3,20.86,1
0xb2d3ce18,620118.3,3
0xb2d143ba,0.0,1
0xb2d0e636,2847.13,1
0x3b9ad450,9.47,1
0xb2d42fd1,109.29,1
0xb2d37097,46.19,1
0xb2d0884f,509.33,1
0xb2d0847a,30459.42,4
0xb2d46919,1.18,1
0xb2d632e1,568022.48,4
0xb2d48d7c,0.0,1
0xb2d0ad03,1380166.99,4
0xb2d349ca,2000.48,2
0xb2d4691f,50433.46,2
0xb2d8d1b5,98.17,1
0xb2d0a922,7.17,1
0xb2d349d0,9.86,1
0xb2d632d8,10000.14,2
0xb2d0acfa,298.54,2
0xb2d0e600,528248.1,4
0xb2d3705b,5.0,1
0xb2d0a916,206764.3,2
0xb2d0888b,62.96,1
0xb2d632c9,110355.14,5
0xb2d6f380,104.32,1
0xb2d40727,0.95,1
0xb2d46925,1571890.4,4
0xb2d0a90d,1.0,1
0xb2d42ffb,585404.83,4
0xb2d0887c,2.88,1
0xb2d42ffe,4.22,1
0xb2d8d1be,6.66,1
0xb2d0887f,3270033.1,9
0xb2d8d1bb,503563.04,2
0xb2d95417,220000.42,3
0xb2d95414,140102.97,2
0xb2d4eb4b,186468.01,1
0xb2d4eb48,400051.06,16
0xb2d43007,1.0,1
0xb2d632b4,712456.25,4
0xb2d4300a,28.83,1
0xb2d1a585,0.0,1
0xb2d0ad2d,6996.08,1
0xb2d10ac9,0.1,2
0xb2d16871,155.32,2
0xb2d0a949,40.94,1
0xb2d83720,9.38,1
0xb2d0a94f,0.86,1
0xb2d5d14f,3046.67,1
0xb2d5d146,29.78,1
0xb2d10ae7,1.52,1
0xb2d691b8,40000.85,4
0xb2d6329f,0.0,1
0xb2d5d12e,0.0,1
0xb2d4301f,0.5,2
0xb2d16880,2.4,1
0xb2d1a56d,6.55,1
0xb2d9540b,0.0,1
0xb2d1a57f,66.65,1
0xb2d63299,1280068.07,3
0xb2d0ad0f,0.01,1
0xb2d1a57c,0.0,1
0xb2d0ad0c,101.73,1
0xb2d1a579,1.09,1
0xb2d0e64b,3.87,1
0xb2d5d122,8.98,1
0xb2d10aa8,0.72,1
0xb2d10aab,0.01,1
0xb2d10abd,2640710.42,92
0xb2d6f338,419.2,1
0xb2d6f33b,0.0,1
0xb2d691df,288.32,1
0xb2d4eb66,192.14,1
0xb2d10aba,196.41,2
0xb2d10ab4,81755.84,2
0xb2d60e06,1.46,1
0xb2d0a961,2953052.43,5
0xb2d691d3,180010.71,2
0xb2d691d6,260077.07,4
0xb2d5d10d,291996.91,4
0xb2d60dfd,50957.35,2
0xb2d16853,560.7,1
0xb2d511ca,15189.9,1
0xb2d1c9d3,39.46,35
0xb2d92f5d,29.65,1
0xb2d4eb27,11203.58,3
0xb2d1c9c1,0.03,1
0xb2d836f6,0.0,1
0xb2d5d0f8,80091.1,3
0xb2d92f60,20001.06,2
0xb2d5d0fb,716.81,1
0xb2d57341,0.0,1
0xb2d4eb33,492.33,1
0xb2d28ab4,0.3,1
0xb2d16865,0.03,1
0xb2d5ac95,0.37,1
0xb2d5ac92,0.01,1
0xb2d66b3f,200015.87,5
0xb2d60deb,20482.32,1
0xb2d1a546,207360.17,1
0xb2d22946,68971.87,1
0xb2d16859,15627.24,2
0xb2d60de2,1.71,1
0xb2d92f4e,29.77,1
0xb2d60ddf,0.0,1
0xb2d57353,1062.18,1
0xb2d8f61e,1250.54,1
0xb2d5ac83,0.01,1
0xb2d8f621,0.0,1
0xb2d16823,97.1,1
0xb2d691f1,50001.16,3
0xb2d953ea,300000.0,2
0xb2d691f4,112.44,1
0xb2d2e871,443.86,1
0xb2d691eb,6.02,1
0xb2d1681d,106.58,1
0xb2d511a9,744.28,1
0xb2d953e7,1.0,1
0xb2d1a537,4870391.65,4
0xb2d66b57,25001.06,3
0xb2d54eba,5536.57,1
0xb2d28adb,880000.0,2
0xb2d5ac44,90032.49,5
0xb2d1a543,0.25,1
0xb2d57332,277770.48,5
0xb2d1a51c,1000031.52,4
0xb2d28ac0,1.06,1
0xb2d5ac62,37000.0,3
0xb2d953d2,200000.0,2
0xb2d54ec3,99042.31,3
0xb2d691fa,928859.86,12
0xb2d69200,201464.62,2
0xb2d10a9f,3085000.0,11
0xb2d511c7,31.49,1
0xb2d1a528,0.33,4
0xb2d28aff,0.01,1
0xb2d28af9,250013.57,3
0xb2d0844a,4.23,1
0xb2d40b05,10.62,1
0x3b9b3249,332636.25,11
0xb2d8d15b,19.92,1
0xb2d54e90,10201.43,1
0xb2d8d158,10000.11,2
0xb2d28aea,223032.27,3
0xb2d2e886,13595.31,1
0xb2d40b11,501642.76,5
0x3b9b3246,62.0,2
0xb2d5ac3b,6.2,1
0xb2d5ac35,275434.03,11
0xb2d54e96,158.99,1
0xb2d5ac38,0.0,1
0x3b9b3237,0.0,1
0xb2d28aed,9.59,2
0xb2d54ea2,1238644.95,4
0xb2d34a39,47293.44,1
0xb2d8d18b,201421.25,2
0xb2d0884c,50.95,1
0xb2d8f603,1.0,1
0xb2d89489,200.09,1
0xb2d8d17f,0.0,1
0xb2d3ce60,466605.1,7
0xb2d8d182,0.03,1
0xb2d08468,309408.38,3
0xb2d8f60c,1605.74,1
0xb2d7aef7,0.0,1
0xb2d40b38,0.14,1
0xb2d370b5,57.3,1
0xb2d3ce54,16.17,3
0xb2d3ce57,106178.71,6
0xb2d468ce,90.67,1
0x3b9b320a,806000.52,5
0x3b9ad486,103.99,1
0xb2d8d194,50000.53,2
0xb2d3ce4b,280.86,1
0xb2d0aa69,0.02,2
0xb2d4ed55,34029.65,1
0xb2d452a2,1.33,1
0xb2d48fb0,32.96,1
