cust_no,B1,B2,B3,B4,B5,B6,B7
0xb2d43757,0,0,0.0,0,0.0,2019-07-17 04:48:00,0.0
0xb2d4a73b,0,0,0.0,0,0.0,2019-12-31 21:03:00,422.0
0xb2d8c5c5,2,1,3500.0,0,0.0,2019-12-21 02:37:00,4.0
0xb2d2d082,5,0,0.0,0,0.0,2019-11-08 05:01:00,3.0
0xb2d42632,0,0,0.0,0,0.0,2019-10-22 15:19:00,4.0
0xb2d460d9,1,0,0.0,0,0.0,2019-12-06 10:54:00,5.0
0xb2d6ef59,3,2,5100.0,1,200.0,2019-12-23 12:58:00,30.0
0xb2d34368,0,1,2990.0,0,0.0,2019-12-30 18:19:00,36.0
0xb2d5fb1d,4,1,3300.0,0,0.0,2019-12-08 14:25:00,5.0
0xb2d5b8a4,16,4,366524.11,2,160000.0,2019-12-29 12:24:00,12.0
0xb2d5cfcd,1,0,0.0,1,7300.0,2019-12-21 09:15:00,25.0
0xb2d85afe,7,0,0.0,0,0.0,2019-11-14 20:46:00,1.0
0xb2d0da34,0,0,0.0,0,0.0,2019-10-22 04:35:00,3.0
0x3b9ae42f,0,0,0.0,0,0.0,,0.0
0xb2d2b657,6,1,154873.33,0,0.0,2019-12-30 17:53:00,1.0
0xb2d0ae97,0,1,4200.0,0,0.0,2019-12-24 02:24:00,3.0
0xb2d7ef9d,0,0,0.0,0,0.0,2019-06-18 05:05:00,0.0
0xb2d3eb3e,59,4,411295.84,6,381100.0,2019-12-31 09:21:00,24.0
0xb2d5cc31,9,6,300000.0,0,0.0,2019-12-31 18:43:00,6.0
0xb2d3bc52,1,3,165000.0,3,165000.0,2019-12-06 04:53:00,21.0
0xb2d87e7c,25,3,20086.94,0,0.0,2019-12-31 18:26:00,376.0
0xb2d1bbca,1,1,30334.83,1,30330.0,2019-12-19 18:22:00,2.0
0xb2d24bdd,0,0,0.0,0,0.0,2019-12-31 15:45:00,19.0
0xb2d6d145,0,1,50000.0,1,50000.0,2019-12-20 05:09:00,4.0
0xb2d165c4,0,0,0.0,0,0.0,2019-08-30 03:56:00,0.0
0xb2d2d46b,0,1,27500.0,0,0.0,2019-12-21 23:57:00,11.0
0xb2d2d7ba,0,1,40300.0,0,0.0,2019-12-14 23:52:00,2.0
0xb2d3c726,3,1,20000.0,3,3350.0,2019-12-19 13:58:00,20.0
0xb2d0ba9f,0,0,0.0,0,0.0,2019-12-29 12:11:00,112.0
0xb2d1dc46,3,1,1500.0,1,1500.0,2019-12-28 09:27:00,9.0
0xb2d56bf1,8,0,0.0,0,0.0,2019-11-18 18:10:00,11.0
0xb2d78355,0,0,0.0,0,0.0,2019-12-31 19:50:00,71.0
0xb2d23d6d,3,0,0.0,0,0.0,2019-11-22 04:14:00,9.0
0xb2d2151f,8,0,0.0,1,1300.0,2019-12-30 01:51:00,4.0
0xb2d5b038,1,2,103128.36,1,65000.0,2019-12-31 17:57:00,10.0
0xb2d24df8,55,6,88000.0,3,44000.0,2019-12-30 04:26:00,14.0
0xb2d5cf80,2,0,0.0,0,0.0,2019-12-19 09:35:00,9.0
0xb2d131bb,0,0,0.0,0,0.0,2019-12-31 08:30:00,61.0
0xb2d220da,0,0,0.0,0,0.0,2019-12-09 23:55:00,4.0
0xb2d12049,10,4,338000.0,4,252100.0,2019-12-10 05:06:00,9.0
0xb2d5c076,6,0,0.0,1,2700.0,2019-12-30 21:55:00,5.0
0xb2d65c44,6,3,40076.0,2,20000.0,2019-12-20 05:07:00,17.0
0xb2d607bf,0,0,0.0,0,0.0,2019-12-06 16:20:00,4.0
0xb2d5ff06,0,0,0.0,0,0.0,2019-04-12 04:06:00,0.0
0xb2d5f398,5,1,50000.0,1,50000.0,2019-12-31 07:21:00,23.0
0xb2d26655,3,6,3618.0,1,1700.0,2019-12-31 17:22:00,87.0
0xb2d23dba,0,0,0.0,0,0.0,2019-09-30 05:03:00,2.0
0xb2d5f096,1,2,20000.0,1,15000.0,2019-12-03 04:18:00,11.0
0xb2d6f38f,1,0,0.0,0,0.0,2019-11-20 14:36:00,1.0
0xb2d71a0f,0,0,0.0,0,0.0,2019-05-28 06:37:00,0.0
0xb2d0d698,6,14,4395.83,2,14000.0,2019-12-31 15:56:00,56.0
0xb2d41d79,9,1,401.7,2,11400.0,2019-12-31 17:55:00,15.0
0xb2d3a4dc,0,0,0.0,0,0.0,2019-06-09 22:20:00,0.0
0xb2d2faeb,0,0,0.0,0,0.0,2019-10-15 06:35:00,3.0
0xb2d5f64d,0,0,0.0,0,0.0,,0.0
0xb2d6e908,0,0,0.0,0,0.0,2019-05-10 04:18:00,0.0
0xb2d42934,0,0,0.0,0,0.0,2019-11-23 14:22:00,3.0
0xb2d34c21,1,0,0.0,1,8000.0,2019-12-11 16:58:00,6.0
0xb2d39c23,0,0,0.0,0,0.0,2019-11-01 05:58:00,1.0
0xb2d2d41e,2,1,39000.0,0,0.0,2019-12-21 02:37:00,3.0
0xb2d637df,0,0,0.0,0,0.0,2019-04-01 18:55:00,0.0
0xb2d32722,4,1,777284.25,0,0.0,2019-12-05 19:58:00,3.0
0x3b9af29f,3,1,1316.7,0,0.0,2019-12-31 18:29:00,206.0
0xb2d34536,0,0,0.0,0,0.0,,0.0
0xb2d2f702,0,0,0.0,0,0.0,2019-09-30 04:42:00,2.0
0xb2d2e15a,0,0,0.0,0,0.0,,0.0
0xb2d23a1e,1,1,46000.0,0,0.0,2019-12-24 02:24:00,4.0
0xb2d8a160,1,1,100.0,1,798.87,2019-12-30 21:06:00,31.0
0xb2d29a5e,0,0,0.0,0,0.0,2019-12-18 11:58:00,1.0
0xb2d42fd2,0,0,0.0,0,0.0,2019-12-30 22:24:00,124.0
0xb2d29b45,0,0,0.0,0,0.0,2019-12-10 02:08:00,3.0
0xb2d5728f,18,9,1423417.0,6,713489.0,2019-12-27 04:42:00,40.0
0x3b9acf21,0,0,0.0,0,0.0,,0.0
0xb2d25f6a,0,0,0.0,0,0.0,2019-11-08 05:07:00,4.0
0xb2d15cbe,2,1,10452.0,0,0.0,2019-12-31 21:46:00,124.0
0xb2d1566d,4,2,10000.0,4,15800.0,2019-12-31 15:56:00,147.0
0x3b9b2d46,2,1,5000000.0,0,0.0,2019-12-02 10:39:00,3.0
0xb2d6249f,8,2,35717.93,1,20000.0,2019-12-30 17:54:00,5.0
0xb2d577f9,1,1,100000.0,1,100000.0,2019-12-20 05:04:00,3.0
0xb2d5e790,0,0,0.0,0,0.0,2019-12-09 18:12:00,2.0
0xb2d4c8eb,3,0,0.0,0,0.0,2019-12-30 17:26:00,18.0
0xb2d624ec,2,0,0.0,0,0.0,2019-09-30 05:01:00,4.0
0xb2d78d42,6,3,34303.0,1,30000.0,2019-12-31 14:36:00,31.0
0xb2d1faf4,0,2,11100.0,0,0.0,2019-12-26 17:33:00,5.0
0xb2d3466a,0,0,0.0,0,0.0,2019-09-30 10:48:00,1.0
0xb2d41a77,8,3,33000.0,10,47574.1,2019-12-27 08:54:00,127.0
0xb2d60c8f,0,0,0.0,0,0.0,,0.0
0x3b9b2a91,0,0,0.0,0,0.0,2019-09-27 08:43:00,0.0
0xb2d35742,0,0,0.0,0,0.0,2019-10-10 12:08:00,1.0
0xb2d18dc5,0,0,0.0,0,0.0,2019-10-13 23:59:00,2.0
0xb2d4081e,0,0,0.0,0,0.0,2019-12-02 02:36:00,1.0
0xb2d5f6e7,9,0,0.0,0,0.0,2019-12-26 16:56:00,48.0
0xb2d13121,0,0,0.0,0,0.0,,0.0
0xb2d3699b,6,0,0.0,0,0.0,2019-11-22 04:12:00,3.0
0xb2d4b8fa,3,2,100943.06,1,50000.0,2019-12-31 17:56:00,14.0
0x3b9b2b2b,0,0,0.0,0,0.0,,0.0
0xb2d15284,1,2,120649.78,1,100000.0,2019-12-23 17:45:00,7.0
0xb2d5ec60,0,0,0.0,0,0.0,2019-12-23 15:28:00,4.0
0xb2d18ac3,0,0,0.0,0,0.0,2019-11-11 17:13:00,1.0
0xb2d39aef,0,0,0.0,0,0.0,2019-12-30 13:02:00,4.0
0xb2d3a0f3,0,0,0.0,0,0.0,2019-09-18 04:24:00,0.0
0xb2d51b55,0,0,0.0,0,0.0,2019-12-31 18:01:00,17.0
0xb2d31e1c,0,0,0.0,0,0.0,,0.0
0xb2d29e47,0,0,0.0,0,0.0,2019-12-31 13:59:00,45.0
0xb2d4f139,0,0,0.0,0,0.0,2019-05-17 04:15:00,0.0
0xb2d34d55,0,0,0.0,0,0.0,2019-10-22 04:10:00,3.0
0xb2d158d5,5,0,0.0,0,0.0,2019-09-19 23:58:00,0.0
0xb2d4f186,7,2,182150.83,1,80000.0,2019-12-27 04:32:00,18.0
0xb2d3c33d,3,1,100000.0,1,100000.0,2019-12-04 04:51:00,11.0
0xb2d5f049,0,0,0.0,0,0.0,2019-11-01 14:45:00,2.0
0xb2d3f914,1,1,50000.0,1,50000.0,2019-12-17 04:33:00,10.0
0xb2d17bb9,0,3,260000.0,3,260000.0,2019-12-04 04:51:00,11.0
0xb2d5dcbc,1,0,0.0,0,0.0,2019-10-29 04:25:00,3.0
0xb2d40ad3,3,0,0.0,1,48222.0,2019-12-04 11:03:00,2.0
0xb2d2d1b6,10,6,350418.06,6,319093.44,2019-12-20 05:01:00,22.0
0xb2d5f34b,0,1,70800.33,0,0.0,2019-12-13 11:32:00,2.0
0xb2d4e014,10,24,25037.27,6,28530.0,2019-12-31 18:20:00,198.0
0xb2d655f3,0,0,0.0,0,0.0,,0.0
0xb2d79091,3,0,0.0,1,5000.0,2019-12-24 19:25:00,18.0
0xb2d1d5f5,4,1,21290.0,0,0.0,2019-12-21 23:59:00,16.0
0xb2d1c86c,0,0,0.0,0,0.0,2019-09-10 04:21:00,0.0
0x3b9b28c3,0,0,0.0,0,0.0,2019-05-03 17:12:00,0.0
0xb2d23850,0,0,0.0,0,0.0,2019-10-22 04:31:00,3.0
0xb2d1e1b0,7,1,202072.78,1,3000.0,2019-12-27 18:08:00,7.0
0xb2d2c12b,0,1,100.0,0,0.0,2019-12-28 14:23:00,4.0
0xb2d3c471,0,0,0.0,0,0.0,,0.0
0xb2d1ffc4,0,1,32000.0,0,0.0,2019-12-19 02:27:00,3.0
0x3b9b312f,5,4,2967988.75,4,2710000.0,2019-12-13 16:18:00,12.0
0xb2d35225,0,0,0.0,0,0.0,2019-12-31 22:57:00,84.0
0xb2d6520a,1,0,0.0,0,0.0,2019-11-06 04:22:00,8.0
0xb2d78187,3,1,250000.0,2,2331.23,2019-12-23 19:11:00,17.0
0x3b9b468a,6,15,71639.33,7,62071.87,2019-12-31 15:55:00,115.0
0xb2d19114,0,0,0.0,0,0.0,2019-11-22 04:18:00,8.0
0xb2d4383e,6,4,3208112.0,3,2208000.0,2019-12-27 04:40:00,23.0
0xb2d2e75e,2,3,1010000.0,1,1300.0,2019-12-18 15:02:00,30.0
0xb2d52710,0,0,0.0,0,0.0,2019-06-29 19:10:00,0.0
0xb2d16eca,0,0,0.0,0,0.0,2019-03-20 09:57:00,0.0
0xb2d1f2d5,0,0,0.0,0,0.0,,0.0
0xb2d40d88,1,0,0.0,0,0.0,2019-05-10 04:16:00,0.0
0x3b9af205,10,5,19886.5,2,10100.0,2019-12-31 18:10:00,60.0
0x3b9b4120,0,2,1570.0,0,0.0,2019-12-26 10:01:00,20.0
0xb2d65a76,0,0,0.0,0,0.0,,0.0
0xb2d8c612,0,1,400.0,0,0.0,2019-12-17 14:57:00,6.0
0xb2d614ae,13,0,0.0,0,0.0,2019-12-18 20:58:00,30.0
0xb2d3a8c5,1,0,0.0,0,0.0,2019-11-26 05:56:00,3.0
0xb2d7ec9b,4,2,360000.0,1,180000.0,2019-12-30 10:10:00,26.0
0xb2d1d474,0,1,66300.0,0,0.0,2019-12-28 23:57:00,5.0
0xb2d39ed8,1,0,0.0,1,10000.0,2019-12-17 11:23:00,1.0
0xb2d629bc,3,0,0.0,0,0.0,2019-11-13 04:04:00,5.0
0xb2d0d99a,0,0,0.0,0,0.0,2019-12-11 11:23:00,5.0
0xb2d1d729,0,0,0.0,0,0.0,,0.0
0xb2d2f064,0,0,0.0,0,0.0,2019-11-08 10:47:00,8.0
0xb2d087ca,0,0,0.0,0,0.0,2019-09-03 04:05:00,0.0
0xb2d2a8ce,0,1,4525.5,0,0.0,2019-12-25 22:39:00,4.0
0xb2d06c1e,46,3,800001.0,2,400001.0,2019-12-17 04:27:00,17.0
0xb2d559e5,3,1,17000.0,0,0.0,2019-12-20 14:45:00,7.0
0xb2d57c2f,2,2,405547.78,2,450000.0,2019-12-31 06:02:00,8.0
0xb2d3c3d7,3,4,159030.79,1,80000.0,2019-12-10 05:09:00,8.0
0xb2d254e3,0,1,12000.0,0,0.0,2019-12-15 01:58:00,3.0
0xb2d39d57,82,1,188273.33,1,180000.0,2019-12-30 16:59:00,62.0
0xb2d29f7b,4,0,0.0,0,0.0,2019-12-29 17:55:00,41.0
0xb2d2b5bd,0,0,0.0,0,0.0,2019-12-30 12:32:00,28.0
0xb2d166f8,0,0,0.0,0,0.0,2019-05-10 10:45:00,0.0
0xb2d4180f,0,0,0.0,0,0.0,2019-05-05 17:35:00,0.0
0xb2d62af0,0,0,0.0,0,0.0,2019-11-15 17:39:00,7.0
0xb2d4e967,17,1,319997.5,5,323500.0,2019-12-20 23:21:00,6.0
0xb2d4ea01,21,4,603348.34,4,328500.0,2019-12-31 17:56:00,20.0
0xb2d31516,0,0,0.0,0,0.0,2019-12-31 21:45:00,211.0
0xb2d603d6,0,0,0.0,0,0.0,2019-10-12 04:28:00,10.0
0xb2d23eee,0,2,14000.0,0,0.0,2019-12-25 02:21:00,5.0
0xb2d194fd,6,2,89200.0,1,60000.0,2019-12-24 14:41:00,12.0
0xb2d3431b,6,1,3435.0,0,0.0,2019-12-20 18:30:00,11.0
0xb2d2cd33,0,0,0.0,0,0.0,,0.0
0xb2d30827,2,1,13000.0,0,0.0,2019-12-21 23:57:00,4.0
0xb2d1e84e,9,23,52786.47,3,26900.0,2019-12-31 15:52:00,101.0
0xb2d0ac2f,0,0,0.0,0,0.0,,0.0
0xb2d17c53,1,1,50000.0,1,50000.0,2019-12-27 04:35:00,4.0
0xb2d1838b,30,0,0.0,0,0.0,2019-12-23 18:39:00,15.0
0xb2d3e970,0,0,0.0,0,0.0,2019-12-30 15:44:00,6.0
0x3b9b48f2,13,3,5723.3,3,6000.0,2019-12-31 15:56:00,196.0
0xb2d0e723,2,1,102747.86,0,0.0,2019-12-31 18:03:00,1.0
0xb2d3617c,0,0,0.0,0,0.0,2019-10-23 04:07:00,2.0
0xb2d179eb,0,0,0.0,0,0.0,2019-08-20 14:41:00,0.0
0xb2d123e5,0,0,0.0,0,0.0,2019-12-26 11:13:00,5.0
0xb2d466dd,5,4,362058.0,2,180000.0,2019-12-13 04:43:00,9.0
0xb2d31ce8,23,3,307573.2,1,50000.0,2019-12-31 09:23:00,9.0
0xb2d4b6df,19,12,1560516.36,2,571000.0,2019-12-30 17:10:00,24.0
0xb2d7d30a,10,0,0.0,1,4000.0,2019-12-31 18:48:00,333.0
0xb2d1294f,0,0,0.0,0,0.0,,0.0
0xb2d2121d,0,0,0.0,0,0.0,2019-10-24 19:51:00,1.0
0xb2d6162f,0,1,6000.0,0,0.0,2019-12-25 02:21:00,3.0
0xb2d2923f,8,6,241043.75,2,121000.0,2019-12-30 18:54:00,73.0
0xb2d5e0f2,0,1,108331.42,0,0.0,2019-12-03 11:05:00,3.0
0xb2d63de3,14,1,2000000.0,1,2000000.0,2019-12-06 04:46:00,6.0
0xb2d0f593,0,0,0.0,0,0.0,,0.0
0xb2d5a732,1,1,150000.0,1,150000.0,2019-12-06 04:41:00,3.0
0xb2d121ca,0,0,0.0,0,0.0,2019-05-31 04:21:00,0.0
0xb2d6499e,1,0,0.0,0,0.0,2019-11-08 16:46:00,11.0
0xb2d6f8ac,33,0,0.0,1,1065.0,2019-12-17 04:11:00,3.0
0xb2d3c424,0,0,0.0,0,0.0,2019-09-02 22:20:00,0.0
0xb2d309a8,0,0,0.0,0,0.0,,0.0
0xb2d23fd5,1,3,3019350.0,2,1500000.0,2019-12-31 12:56:00,21.0
0xb2d3e83c,0,0,0.0,0,0.0,2019-11-18 09:58:00,5.0
0xb2d06aea,4,2,1159000.0,1,659000.0,2019-12-06 04:56:00,4.0
0xb2d30fac,0,0,0.0,0,0.0,2019-12-18 17:36:00,3.0
0xb2d4d3bf,5,0,0.0,3,4380.0,2019-12-28 17:46:00,12.0
0xb2d8d099,0,0,0.0,0,0.0,2019-07-09 04:40:00,0.0
0xb2d308c1,0,0,0.0,0,0.0,2019-06-28 04:19:00,0.0
0xb2d0d3e3,0,0,0.0,0,0.0,,0.0
0xb2d3c50b,0,3,39136.0,0,0.0,2019-12-28 02:57:00,6.0
0xb2d2ad9e,0,1,14100.0,0,0.0,2019-12-21 23:58:00,13.0
0xb2d2fa04,0,2,800000.0,0,0.0,2019-12-05 11:37:00,6.0
0xb2d4bd30,0,1,13000.0,0,0.0,2019-12-21 23:56:00,9.0
0xb2d526c3,0,0,0.0,0,0.0,2019-12-30 19:25:00,172.0
0xb2d1b00f,2,4,220543.75,2,107000.0,2019-12-31 16:43:00,12.0
0xb2d202c6,0,0,0.0,0,0.0,,0.0
0xb2d61a18,2,0,0.0,0,0.0,2019-10-09 05:50:00,7.0
0xb2d2bca8,0,0,0.0,0,0.0,,0.0
0xb2d68311,19,2,223441.33,3,29.0,2019-12-31 10:38:00,35.0
0xb2d41dc6,0,1,2000.0,0,0.0,2019-12-11 17:24:00,8.0
0xb2d4cb53,0,0,0.0,0,0.0,2019-12-31 10:18:00,124.0
0xb2d11877,9,2,610704.38,4,613071.95,2019-12-31 06:02:00,8.0
0xb2d5a12e,0,0,0.0,0,0.0,2019-12-25 15:10:00,6.0
0xb2d5cbe4,7,2,101624.44,1,50000.0,2019-12-13 04:42:00,8.0
0xb2d5e6a9,0,0,0.0,0,0.0,2019-09-25 08:44:00,0.0
0xb2d64300,0,1,203461.11,0,0.0,2019-12-31 18:04:00,1.0
0xb2d61d1a,1,0,0.0,0,0.0,2019-10-09 05:53:00,2.0
0xb2d25a00,0,1,6410.0,0,0.0,2019-12-25 02:21:00,3.0
0xb2d79044,1,0,0.0,1,710.0,2019-12-12 04:10:00,3.0
0xb2d602ef,0,0,0.0,0,0.0,2019-12-30 19:14:00,28.0
0xb2d2f49a,0,0,0.0,0,0.0,2019-04-30 04:10:00,0.0
0xb2d1751b,0,0,0.0,0,0.0,2019-10-25 03:56:00,2.0
0xb2d85c7f,0,0,0.0,0,0.0,2019-10-29 12:04:00,71.0
0xb2d1bcb1,9,1,7000.0,3,22710.0,2019-12-30 10:04:00,15.0
0xb2d60470,0,0,0.0,0,0.0,2019-11-01 05:41:00,22.0
0xb2d6439a,0,0,0.0,0,0.0,2019-10-18 09:39:00,1.0
0xb2d64481,4,8,363000.0,13,363363.44,2019-12-23 15:05:00,35.0
0xb2d45820,3,2,203225.0,1,100000.0,2019-12-13 04:53:00,8.0
0xb2d1f6be,7,1,50566.1,0,0.0,2019-12-23 17:15:00,9.0
0xb2d49e82,3,0,0.0,2,90009.0,2019-12-02 08:30:00,9.0
0xb2d27c4a,0,1,20000.0,0,0.0,2019-12-29 20:44:00,5.0
0xb2d0adb0,3,0,0.0,0,0.0,2019-11-15 04:18:00,7.0
0xb2d065cd,20,0,0.0,4,64399.88,2019-12-31 18:08:00,30.0
0xb2d0c4d9,6,2,129160.75,2,69478.58,2019-12-20 05:10:00,8.0
0x3b9b3a82,9,6,129553.67,7,93515.0,2019-12-31 15:55:00,194.0
0xb2d242d7,2,4,314630.86,2,167000.0,2019-12-20 05:00:00,10.0
0xb2d3a576,6,8,1167547.39,2,572000.0,2019-12-30 04:28:00,10.0
0xb2d1484a,0,0,0.0,0,0.0,,0.0
0xb2d4267f,16,5,19100.0,16,525300.0,2019-12-31 22:27:00,164.0
0xb2d63ffe,0,0,0.0,0,0.0,2019-10-30 10:14:00,1.0
0xb2d62a09,1,0,0.0,0,0.0,2019-12-15 14:02:00,5.0
0xb2d0ae4a,5,0,0.0,0,0.0,2019-08-14 04:08:00,0.0
0xb2d6706b,0,0,0.0,0,0.0,2019-11-20 21:01:00,4.0
0xb2d0b367,0,0,0.0,0,0.0,,0.0
0xb2d594d9,8,0,0.0,1,1300.0,2019-12-29 11:36:00,22.0
0xb2d7774d,10,7,187363.47,10,248326.7,2019-12-25 17:50:00,39.0
0xb2d1e297,19,4,700495.24,4,377540.0,2019-12-20 05:06:00,16.0
0xb2d25bce,0,0,0.0,0,0.0,,0.0
0xb2d521f3,0,0,0.0,0,0.0,2019-10-08 10:06:00,3.0
0xb2d6f040,0,0,0.0,0,0.0,2019-12-30 20:51:00,88.0
0xb2d4d40c,1,0,0.0,0,0.0,2019-12-31 09:59:00,0.0
0xb2d18b5d,0,0,0.0,0,0.0,,0.0
0xb2d70031,0,0,0.0,0,0.0,2019-12-21 23:56:00,5.0
0xb2d10f24,0,0,0.0,0,0.0,2019-11-29 04:44:00,3.0
0xb2d5dda3,5,0,0.0,0,0.0,2019-12-01 11:07:00,2.0
0xb2d2ce67,1,1,15000.0,0,0.0,2019-12-18 02:25:00,7.0
0xb2d2c2f9,0,0,0.0,0,0.0,2019-12-20 15:32:00,21.0
0xb2d4dbde,5,1,150000.0,1,50000.0,2019-12-26 15:57:00,5.0
0xb2d65b10,34,0,0.0,0,0.0,2019-11-22 16:17:00,9.0
0xb2d14078,1,1,300000.0,0,0.0,2019-12-31 14:45:00,1.0
0xb2d147b0,5,1,102089.03,0,0.0,2019-12-26 17:44:00,1.0
0xb2d1a2d3,4,4,1256907.17,5,936600.09,2019-12-27 11:32:00,12.0
0x3b9b0f32,17,3,47946.81,8,245060.53,2019-12-25 15:10:00,100.0
0xb2d59f60,38,1,30967.5,1,30969.58,2019-12-12 23:23:00,18.0
0xb2d421af,4,1,10000.0,1,10000.0,2019-12-13 04:46:00,13.0
0xb2d47298,0,0,0.0,0,0.0,2019-06-21 05:25:00,0.0
0xb2d2ecc8,4,2,203225.0,3,101669.0,2019-12-09 03:49:00,9.0
0xb2d3a5c3,0,0,0.0,0,0.0,2019-03-26 14:41:00,0.0
0xb2d129e9,1,1,10000.0,1,10000.0,2019-12-24 04:37:00,2.0
0xb2d20f1b,13,0,0.0,4,160000.0,2019-12-28 21:37:00,61.0
0xb2d8d04c,0,1,35000.0,0,0.0,2019-12-17 23:56:00,3.0
0xb2d2dd24,0,0,0.0,0,0.0,2019-07-03 02:12:00,0.0
0xb2d55260,0,0,0.0,0,0.0,2019-11-12 04:33:00,3.0
0xb2d12a83,0,0,0.0,0,0.0,2019-08-06 04:05:00,0.0
0xb2d35a44,1,2,113625.02,1,57000.0,2019-12-25 04:17:00,3.0
0xb2d1db12,0,0,0.0,0,0.0,,0.0
0xb2d5bba6,7,1,100369.44,3,100369.44,2019-12-13 19:52:00,17.0
0x3b9acd53,6,6,20692.93,4,55100.0,2019-12-31 14:56:00,183.0
0xb2d488da,0,0,0.0,0,0.0,,0.0
0xb2d0f1aa,0,0,0.0,0,0.0,,0.0
0xb2d4685e,0,0,0.0,0,0.0,2019-11-01 08:40:00,3.0
0xb2d46945,0,0,0.0,0,0.0,2019-12-21 23:58:00,0.0
0xb2d278fb,1,0,0.0,1,230.0,2019-12-22 21:21:00,17.0
0xb2d6585b,0,0,0.0,0,0.0,2019-05-26 09:59:00,0.0
0x3b9acc6c,0,0,0.0,0,0.0,,0.0
0xb2d318b2,0,0,0.0,0,0.0,2019-10-25 15:48:00,9.0
0xb2d2fb38,4,22,5170.8,0,0.0,2019-12-31 22:26:00,108.0
0xb2d10450,0,0,0.0,0,0.0,2019-08-29 13:42:00,0.0
0xb2d42d1d,0,0,0.0,0,0.0,,0.0
0xb2d6f20e,0,0,0.0,0,0.0,2019-08-30 04:01:00,0.0
0xb2d24109,4,0,0.0,0,0.0,2019-11-12 21:28:00,10.0
0xb2d4dc78,0,0,0.0,0,0.0,2019-12-31 12:52:00,42.0
0xb2d0b535,0,0,0.0,0,0.0,2019-12-30 15:32:00,4.0
0xb2d077d9,3,4,40000.0,2,20000.0,2019-12-11 04:31:00,8.0
0xb2d2eb94,0,0,0.0,0,0.0,2019-12-29 12:23:00,13.0
0xb2d20d4d,0,0,0.0,0,0.0,2019-11-13 15:53:00,11.0
0xb2d4dcc5,0,1,11600.0,0,0.0,2019-12-21 23:56:00,3.0
0xb2d1630f,0,0,0.0,0,0.0,2019-12-18 15:13:00,4.0
0xb2d17434,0,0,0.0,0,0.0,2019-09-30 05:04:00,2.0
0xb2d5d282,0,0,0.0,0,0.0,2019-12-29 10:04:00,60.0
0xb2d2e892,10,7,2488.7,0,0.0,2019-12-31 16:34:00,74.0
0x3b9b4556,4,0,0.0,0,0.0,2019-12-31 12:14:00,89.0
0xb2d4ad3f,0,1,7000.0,0,0.0,2019-12-21 23:58:00,2.0
0xb2d41d2c,5,2,39700.0,1,23000.0,2019-12-21 23:58:00,9.0
0xb2d381f8,0,0,0.0,0,0.0,,0.0
0xb2d5891e,0,0,0.0,0,0.0,2019-10-25 18:17:00,1.0
0xb2d8d86b,0,0,0.0,0,0.0,2019-12-04 00:56:00,10.0
0xb2d32420,0,0,0.0,0,0.0,2019-10-22 17:01:00,9.0
0xb2d6335c,0,0,0.0,0,0.0,2019-11-13 04:04:00,5.0
0xb2d6382c,1,1,10000.0,1,10000.0,2019-12-18 04:30:00,5.0
0xb2d4103d,0,0,0.0,0,0.0,2019-09-18 13:02:00,0.0
0xb2d31046,0,2,20600.0,0,0.0,2019-12-21 23:58:00,6.0
0xb2d21ebf,0,1,2500.0,0,0.0,2019-12-13 23:54:00,6.0
0xb2d3c85a,0,1,20645.0,0,0.0,2019-12-18 12:29:00,5.0
0xb2d16275,3,0,0.0,0,0.0,2019-12-16 18:00:00,24.0
0xb2d12264,0,0,0.0,0,0.0,,0.0
0xb2d2e3c2,1,0,0.0,0,0.0,2019-09-06 09:15:00,0.0
0xb2d7bdaf,3,0,0.0,0,0.0,2019-12-24 17:43:00,4.0
0xb2d5fb6a,2,0,0.0,0,0.0,2019-04-24 13:41:00,0.0
0xb2d09b57,2,0,0.0,0,0.0,2019-12-11 13:32:00,19.0
0xb2d1b962,2,2,179805.75,1,90000.0,2019-12-20 05:06:00,10.0
0x3b9b1019,0,1,3600.0,0,0.0,2019-12-22 14:29:00,30.0
0xb2d46c94,11,5,262000.0,5,76000.0,2019-12-27 09:23:00,29.0
0xb2d29158,5,0,0.0,2,1980000.0,2019-12-30 10:56:00,2.0
0xb2d7455f,0,0,0.0,1,710.42,2019-12-01 04:12:00,3.0
0xb2d2ae85,2,1,102187.5,0,0.0,2019-12-26 17:44:00,4.0
0xb2d15150,9,2,101075.42,1,50000.0,2019-12-25 04:16:00,23.0
0xb2d1bc17,18,3,60871.08,1,40000.0,2019-12-31 17:55:00,158.0
0xb2d266ef,0,0,0.0,0,0.0,,0.0
0xb2d091b7,0,0,0.0,0,0.0,2019-12-10 21:41:00,17.0
0xb2d630f4,1,2,101075.42,1,50000.0,2019-12-17 04:32:00,3.0
0xb2d616c9,13,1,2590.0,0,0.0,2019-12-31 16:44:00,206.0
0xb2d66597,0,0,0.0,0,0.0,2019-11-17 09:06:00,4.0
0xb2d50513,2,2,111935.0,1,50000.0,2019-12-31 09:44:00,5.0
0xb2d5cb97,0,0,0.0,0,0.0,2019-10-18 04:23:00,8.0
0xb2d61112,1,1,154873.33,0,0.0,2019-12-30 17:53:00,4.0
0xb2d2cf4e,0,1,18000.0,0,0.0,2019-12-16 20:28:00,4.0
0xb2d16de3,10,2,144257.5,1,72000.0,2019-12-27 04:37:00,15.0
0xb2d5c7ae,0,1,1617.0,0,0.0,2019-12-12 20:47:00,19.0
