cust_no,C1,C2
0xb2d082d3,675027.38,6
0xb2d645aa,150004.11,2
0xb2d645ad,500037.12,2
0xb2d34868,515156.58,6
0xb2d60c65,0.0,1
0xb2d08300,368019.48,7
0xb2d64592,205.61,3
0xb2d08306,554244.37,7
0xb2d60c59,226.79,1
0xb2d3487a,600030.34,3
0xb2d64586,174060.8,7
0xb2d6457a,107967.6,5
0xb2d5aab8,933.2,1
0xb2d202b8,6515.35,1
0xb2d5e7bd,100018.66,3
0xb2d08318,772446.62,6
0xb2d5e7c9,353335.89,5
0xb2d202d0,880010.4,11
0xb2d9dd4b,1303565.88,5
0xb2d14201,771128.86,4
0xb2d0e45f,352518.96,5
0xb2d92d7a,721.09,1
0xb2d5e7a8,1125267.63,9
0xb2d58634,36657.71,2
0xb2d7b15e,94.76,1
0xb2d2646b,11772.72,1
0xb2d5e7b4,100043.12,2
0xb2d5e7b7,10147.24,1
0xb2d58646,50542.22,5
0xb2d5e7a2,167001.25,4
0xb2d9dd51,10486.77,1
0xb2d1dc8a,772968.65,6
0xb2d17ef1,1570000.69,7
0xb2d17eeb,100108.26,2
0xb2d141dd,531292.99,5
0xb2d2277b,3435014.86,10
0xb2d141cb,161865.86,2
0xb2d81089,230003.79,3
0xb2d26498,380.5,1
0xb2d54ce6,10592.88,2
0xb2d58613,70000.0,2
0xb2d17ee5,10810.01,4
0xb2d9dd9f,158.76,1
0xb2d264b6,3426958.71,1
0xb2d7b119,537906.04,10
0xb2d323e7,117528.11,2
0xb2d1a3bd,132853.45,4
0xb2d405c5,10401.3,1
0xb2d86e2b,361331.55,1
0xb2d264ad,1604055.58,4
0xb2d2c27c,5971.12,4
0xb2d28946,1318001.86,8
0xb2d78899,1533.19,1
0xb2d86e31,665454.89,5
0xb2d2894f,102072.35,6
0xb2d9dd8d,250761.55,3
0xb2d9dd8a,50295.51,1
0xb2d1dcc9,613163.23,5
0xb2d3a7fc,910903.47,11
0xb2d3a808,411011.3,2
0xb2d1a396,20.41,1
0xb2d776ea,50746.0,3
0xb2d08429,102119.28,3
0xb2d9b5c4,444973.23,2
0xb2d7b017,49963.91,2
0xb2d08414,225084.32,4
0x3b9b3363,372530.9,3
0xb2d9b5be,552486.77,3
0x3b9b335a,794348.3,2
0xb2d6b7b9,350060.99,7
0x3b9b333c,371.33,2
0xb2d9eec4,133601.59,3
0xb2d63356,450001.3,4
0xb2d85ce2,13615.66,1
0xb2da1348,280001.69,3
0x3b9ad591,483856.65,78
0xb2d08804,160009.37,7
0xb2d0842f,615053.11,4
0xb2d69308,40000000.0,3
0xb2d6b77d,4351.91,1
0xb2d4ebcf,1140040.62,3
0xb2d6b783,460001.6,5
0xb2d6b789,7541.19,1
0xb2d1680e,510029.25,5
0x3b9ad55e,694340.52,13
0xb2d1a4f5,141658.18,3
0xb2d48e30,1814795.05,4
0xb2d6b777,120000.0,2
0xb2d6b774,600036.87,4
0xb2d5d1ac,339.19,1
0xb2d60e9c,262795.79,3
0xb2d0acdf,440143.13,4
0xb2d22979,1155366.95,8
0xb2d0e5c4,375600.17,5
0xb2d6b7a1,12.78,1
0xb2d14357,7099.27,1
0xb2d83852,190004.65,4
0xb2d22997,16.86,1
0xb2d8384f,401423.59,3
0xb2d6f4a6,1349.35,1
0xb2d60e7e,80249.68,3
0xb2d0acc1,107678.16,4
0xb2d6f497,22743.86,2
0xb2d1436c,5698.72,4
0xb2d60e75,80813.62,2
0xb2d60e69,50084.82,2
0xb2d10a3c,2680207.8,10
0xb2d229c1,155083.17,3
0xb2d99146,2.11,1
0xb2d8f780,2087.46,1
0xb2d28b11,669102.77,9
0xb2d9eed6,100001.59,2
0xb2d167e4,368027.82,10
0xb2d24e1e,250895.92,5
0xb2d229b8,6439.52,1
0xb2d99140,3765.51,1
0xb2d24e3f,120191.7,3
0xb2d57398,160015.37,3
0xb2d60e4b,1401568.8,14
0xb2d54f38,102370.52,1
0xb2d6f4c4,200088.26,2
0xb2d9911c,14500.52,2
0xb2d573ad,251442.79,3
0xb2d6f4c7,1091256.74,1
0xb2d54f3b,800402.47,3
0xb2d9554f,350005.08,1
0xb2d6f4bb,470000.36,3
0xb2d5739e,162322.8,3
0xb2d24e45,40357.93,2
0xb2da509e,200000.0,2
0xb2d9ef1e,60001.27,2
0xb2d9b5f1,100001.06,2
0xb2d5ac9b,10401.3,2
0xb2d2e90a,1.82,1
0xb2d54f05,26508.88,1
0xb2d8f74a,200002.11,2
0xb2d54f17,340600.0,10
0xb2d2afc8,0.0,1
0xb2d24e69,1210689.3,5
0xb2d087d4,799.83,5
0xb2d2b016,51430.1,2
0xb2d954ec,210711.79,4
0xb2d42c47,4731.9,2
0xb2d083e7,806785.57,14
0xb2d34a7b,1378.57,1
0xb2d9eefd,200078.04,3
0xb2d8f75c,240009.74,4
0xb2d42c4a,280047.05,5
0xb2d9b5d0,66011.37,2
0xb2d9b5cd,622286.56,2
0xb2d954f5,481.88,1
0xb2d30d85,900056.03,3
0xb2d6b750,10007.28,1
0xb2d083a8,221669.34,4
0x3b9ad54f,400066.18,10
0xb2d3cf2f,38000.3,3
0xb2d430af,0.0,1
0xb2d6f452,30000.63,2
0xb2d2b01c,350096.15,4
0x3b9b32e2,258517.79,6
0xb2d2b019,203219.03,2
0xb2d430c7,252837.48,3
0xb2d430c4,71023.46,4
0x3b9ad549,1040.66,2
0xb2d3cf02,100086.23,2
0xb2d4ec0e,1760.01,1
0x3b9b32c1,1493.64,2
0xb2d4ec1d,1379088.31,6
0xb2d430d6,218000.65,4
0xb2d633bf,756499.93,6
0xb2d9b62a,200000.01,2
0xb2d34ad2,50002.98,2
0xb2d7af8a,20001.06,2
0xb2d4ec08,40006.2,3
0xb2d0a862,1071363.84,3
0xb2d37136,71472.3,1
0xb2d69290,1849187.6,14
0xb2d229d0,1336.61,6
0xb2d6b708,1476.26,1
0xb2d0a85f,627058.75,4
0xb2d633a4,630099.27,10
0xb2d633a1,660004.82,4
0xb2d109f4,10002.06,2
0xb2d229dc,907.55,1
0xb2d229df,300089.8,5
0xb2d3711e,150278.02,2
0xb2d14333,607830.18,3
0xb2d109ee,36099.75,9
0xb2d4ec2f,4010.07,1
0xb2d087b6,730000.0,6
0xb2d229f4,50019.18,2
0xb2d142ee,260043.39,3
0xb2d6b72c,124058.7,4
0xb2d5d212,750027.56,7
0xb2d5d1f4,110285.25,6
0xb2d5d1f7,430163.17,3
0xb2d6b71a,3320.0,1
0xb2d1f0df,338251.4,4
0xb2d60ef6,1054428.77,2
0xb2d5d203,971814.07,4
0xb2d22a06,11818.22,1
0xb2d6335c,182080.89,3
0xb2d60eed,220249.7,3
0xb2d1a471,150349.11,2
0xb2d2e934,10194872.63,3
0xb2d60ee4,404244.84,3
0xb2d24e81,2349.1,1
0xb2d22a15,1089.31,1
0xb2d60ed8,738010.56,6
0xb2d5d1c4,1.63,1
0xb2d692c6,32012.39,2
0xb2d24e93,456849.14,3
0xb2d60ed2,50081.54,2
0xb2d28b8f,880000.0,8
0xb2d24eae,50100.84,2
0xb2d5ad43,90494.22,2
0xb2d692e7,101637.53,2
0xb2d1a447,1910418.93,9
0xb2d1a44a,1716.6,2
0xb2d5129f,10380.74,2
0xb2d2b02e,85391.11,1
0xb2d954d1,460002.0,2
0xb2d60ea8,1000500.78,3
0xb2d837a7,137327.64,4
0xb2d24edb,970001.13,15
0xb2d9b669,4380229.44,7
0xb2d5ad19,260139.82,3
0xb2d2b04f,201600.69,3
0xb2d2e976,1014200.67,6
0xb2d51281,250065.79,4
0xb2d7d47d,4074.28,1
0xb2d5ad28,350019.85,5
0xb2d51287,964470.03,6
0xb2d2e970,159.85,1
0xb2d51290,1104.47,2
0xb2d34b29,1200007.6,10
0xb2d9b639,8785.76,1
0xb2d51251,887373.02,10
0xb2d1a48c,3103.2,1
0xb2d51263,1004230.67,2
0xb2d9b645,400720.93,3
0xb2d3cf3e,4660352.16,4
0xb2d406fa,209376.55,2
0x3b9b3276,122392.18,8
0xb2d0a976,213048.9,2
0xb2d3497f,630991.41,7
0xb2d6328d,297086.21,3
0xb2d6328a,349850.47,2
0x3b9b326d,268948.14,7
0xb2d34985,852904.91,3
0xb2d084fb,1411345.82,18
0xb2d3700d,1815.12,1
0xb2d2e7ea,253312.0,5
0xb2da1447,200000.0,2
0xb2d08504,257148.9,8
0xb2da1444,200000.0,2
0xb2d6f3dd,256.18,1
0xb2d088d9,2885.05,6
0xb2d406d9,74005.0,2
0xb2d14438,6.46,8
0xb2d0e6a8,1319.58,2
0xb2d6f3d7,18487.05,1
0xb2d3a92b,1474.21,1
0xb2d324e6,100004.39,2
0xb2d406c7,1929248.43,3
0xb2d9b68d,400007.7,5
0xb2d42b9c,5753.25,2
0xb2d0a98e,451003.35,8
0xb2d63248,500343.51,5
0xb2d10b4a,2038406.24,6
0xb2d3a901,187970.46,7
0xb2d3a90d,398.51,1
0xb2d60dca,97002.93,6
0xb2d60dc1,2401896.7,28
0xb2d168fb,831697.25,3
0xb2d10b6b,787.28,6
0xb2d60db5,307125.82,3
0xb2d95483,200010.81,2
0xb2d95480,13.64,1
0xb2d1a5ee,438022.68,3
0xb2d1a5dc,201660.8,2
0xb2d60d9d,42330.44,1
0xb2d168ce,430230.38,8
0xb2d60d91,130864.45,2
0xb2d10b38,35155.81,1
0xb2d54e66,260001.92,14
0xb2d8f69c,4043.89,1
0xb2d92fcf,751169.45,2
0xb2d95435,200029.97,2
0xb2d1ca3c,1635982.66,7
0xb2d5115e,1431632.97,4
0xb2d60d7c,333906.43,7
0xb2d228ad,2729468.84,52
0xb2d5abf3,700034.4,2
0xb2d5ac17,2404165.68,3
0xb2d51179,100012.32,2
0xb2d5ac0b,1132.53,1
0xb2d10afc,415293.97,5
0xb2d95465,440212.52,3
0xb2d69269,274149.9,6
0xb2d10aff,475685.11,4
0xb2d5abd2,10002.21,2
0xb2d5abd5,200260.82,3
0xb2d9546e,2050.85,1
0xb2d54e4e,505765.58,2
0xb2d8f6b7,7975.84,1
0xb2d1a597,70008.02,3
0xb2d51149,360590.38,5
0xb2d6926f,125008.17,4
0xb2d8f6c0,991.93,1
0xb2d5abe1,175028.26,4
0xb2d95453,15160.49,1
0xb2d228ec,61402.53,2
0xb2d28a81,9176.35,2
0xb2d2e81d,1489938.17,7
0xb2d28a93,9176.35,2
0xb2d28a8a,66674.35,2
0xb2da1489,500000.0,2
0xb2d2e814,6293.87,1
0xb2d0e657,397912.06,6
0xb2d28a75,485064.95,8
0xb2d92f72,302145.11,2
0xb2d1ca6f,468858.45,1
0xb2d40aab,962.58,1
0xb2d9b6b7,601132.87,3
0xb2d3cdf1,473007.37,13
0xb2d084ec,350974.26,4
0xb2d1ca66,1155012.86,7
0xb2d40aba,1805.59,1
0xb2d2e844,95000.04,7
0xb2d40712,2016379.71,6
0xb2d28a9c,1406.51,1
0xb2d1ca60,5395.43,1
0xb2d1ca4e,585181.05,5
0xb2d1ca54,170166.13,4
0x3b9b3285,9271.89,3
0xb2d08870,200063.3,3
0xb2d3709a,751751.97,6
0xb2d0849e,1800043.68,9
0xb2d81263,237.5,1
0xb2d370a9,106036.92,4
0x3b9b31e9,128006.01,2
0xb2d34a09,1483.23,1
0xb2d0885b,5695014.25,11
0xb2d08489,394517.08,6
0xb2d3ce18,620118.41,3
0xb2d0e636,2849.86,1
0xb2d632e1,567474.89,4
0xb2d87047,90003.06,5
0xb2d0e600,530958.1,4
0xb2d632c9,110674.23,4
0xb2d46925,1589732.06,6
0xb2d37061,483549.33,4
0xb2d08876,372151.52,3
0xb2d42ffb,585405.22,4
0xb2d0887f,3240158.43,10
0xb2d8d1bb,819885.5,3
0xb2d95414,141815.63,1
0xb2d4eb4b,186647.12,1
0xb2d4eb48,400113.28,16
0xb2d632b4,619806.99,3
0xb2d16871,2419.48,2
0xb2d6919a,50.88,1
0xb2d1a58b,270317.15,2
0xb2d95405,472.95,1
0xb2d691b8,10000.0,2
0xb2d1a573,1319.36,1
0xb2d0e639,230011.25,7
0xb2d60e1b,1344.01,1
0xb2d228fe,869.05,1
0xb2d10abd,2954282.39,97
0xb2d691d9,481705.39,2
0xb2d0a961,2931097.43,5
0xb2d691d3,1.42,1
0xb2d691d6,260050.49,4
0xb2d60e0c,30115.12,1
0xb2d5d10d,564137.12,7
0xb2d60dfd,100933.93,3
0xb2d1c9d3,90020.62,35
0xb2d511ca,15204.49,1
0xb2d57347,101616.0,3
0xb2d953cc,805557.17,1
0xb2d92f63,1345.68,1
0xb2d5733e,375096.13,3
0xb2d66b3f,200278.21,5
0xb2d5735c,120089.53,2
0xb2d1a546,207415.14,2
0xb2d1a54c,32247.48,1
0xb2d8f61e,2.05,1
0xb2d691f1,50001.8,3
0xb2d953ea,300031.94,2
0xb2d1a537,6150419.05,5
0xb2d66b57,9575.98,2
0xb2d691e5,1225.21,1
0xb2d5ac44,110044.12,8
0xb2d57332,139967.21,4
0xb2d54ec3,180088.44,5
0xb2d953d2,500000.02,3
0xb2d691fa,1047262.21,17
0xb2d54ed5,307634.63,2
0xb2d5ac5f,91.07,1
0xb2d10a9f,4330078.34,14
0xb2d953db,211005.97,5
0xb2d28af9,250007.85,3
0xb2d9b759,6730.75,1
0xb2d2e892,1731.4,1
0x3b9b3249,324043.95,10
0xb2d92f09,500076.05,2
0xb2d9b74d,150004.12,3
0xb2d9b74a,330013.3,4
0xb2d1ca0c,3440816.19,1
0xb2d9dbd1,301.47,1
0xb2d40b11,369823.78,4
0xb2d5ac35,165262.75,7
0xb2d9dbc8,230010.61,5
0xb2d54ea2,1235063.36,4
0xb2d8d188,100001.06,2
0xb2da14ce,48723.92,1
0xb2d40b35,6587.45,1
0xb2d92f3c,7993.12,1
0xb2d40b32,395160.9,4
0xb2d3ce60,408830.46,6
0xb2d3ce45,13283.26,1
0x3b9b320a,532005.54,4
0xb2d8d194,80574.93,3
0xb2d3975b,104195.31,1
0xb2d3f4e2,562.85,1
0xb2d5141c,70002.58,7
0xb2d39734,447826.67,4
0xb2d4b443,103433.96,3
0xb2d0aa8a,84076.24,8
0xb2d3f4cd,200000.42,2
0x3b9b4872,1252.17,4
0xb2d3d05e,495.02,1
0xb2d0aa7b,90003.21,4
0xb2d10bda,356415.89,9
0xb2d0ae4a,71361.59,4
0xb2d10c34,12.11,5
0xb2d9df49,200710.48,2
0xb2d1f208,232483.67,2
0x3b9b484e,19245.85,4
0xb2d24fb3,410487.15,7
0xb2d10c10,432696.33,4
0xb2d37271,8.43,1
0xb2d24fc5,1050028.49,5
0xb2d10c16,208002.77,7
0xb2d5f7c8,960011.32,14
0xb2d24fd7,489586.28,7
0xb2d24fce,700013.27,4
0xb2d24fef,395234.14,6
0xb2d1cb35,150032.88,4
0xb2d5f7ad,423487.86,3
0xb2d1cb29,814188.25,2
0xb2d659b4,32305.24,4
0xb2d1cb32,270002.9,5
0xb2d59a23,16609.33,1
0xb2d659c0,568001.31,5
0xb2d634a6,1750.28,1
0xb2d634af,52129.74,1
0xb2da0409,150006.34,2
0xb2d24ffe,53002.28,2
0xb2d6349d,350099.6,4
0xb2d5d341,3004.89,1
0xb2d68075,207472.22,2
0xb2d5757b,111619.37,2
0xb2d6b9b1,3736.46,1
0xb2d6349a,103080.13,5
0xb2d2b181,13.76,1
0xb2d42dd3,60831.84,4
0xb2d53885,572785.58,3
0xb2d1caf0,1364311.49,15
0xb2d6807e,60000.33,2
0xb2d9a27d,401430.6,4
0xb2d2b184,1300000.0,12
0xb2d30f11,158.46,1
0xb2d30f65,512469.91,2
0xb2d5754b,2550892.73,5
0xb2d513d4,110006.51,3
0xb2d65a05,60060.6,2
0xb2d30f53,12208.0,2
0xb2d57569,193000.0,7
0xb2d5d2e7,3110.83,1
0xb2d91d7e,10000.11,2
0xb2d431e1,216991.5,2
0xb2d91db7,170853.36,4
0xb2d5753f,50008.93,2
0xb2d3f50f,2.81,1
0xb2d91da2,580089.57,3
0xb2d575f0,1656311.15,5
0xb2d3f575,16567.23,1
0xb2d4902e,15276.67,1
0x3b9b482a,8939.51,1
0xb2d575fc,2733099.89,12
0xb2d0a9d9,289031.02,8
0xb2d575f9,244006.52,11
0xb2d538fd,73001.51,3
0xb2d575f6,360004.16,3
0xb2d8f8f1,165153.22,2
0xb2d45344,150011.85,3
0xb2d7782e,70000.74,2
0xb2d9568a,200000.0,2
0x3b9b4809,154.74,2
0xb2d83978,1392.46,1
0xb2d77837,100001.06,2
0xb2d9567e,302139.19,2
0x3b9b47eb,150062.17,5
0xb2d6b8e2,6158.2,1
0xb2d1f280,90483.04,2
0xb2d10bcb,782022.65,6
0xb2d10bc8,533168.58,6
0xb2d1697c,276749.99,9
0xb2d9a2d1,337000.18,3
0xb2d1f295,700115.85,3
0xb2d9a2ce,250006.22,2
0xb2d5f852,18008.89,2
0xb2d1693a,456894.3,5
0xb2d5f85e,408563.63,3
0xb2d39764,1443469.55,3
0xb2d1f2ad,445000.0,6
0xb2d5f85b,273539.08,5
0xb2d63548,955.11,1
0xb2d2504f,2290670.58,7
0xb2d63545,20724.85,1
0xb2d16940,572027.06,3
0xb2d5f828,13460.34,2
0xb2d25067,543352.41,5
0xb2d1cac0,200000.0,2
0xb2d2506d,654.95,1
0xb2d97b05,20000.84,2
0x3b9b2394,24.93,2
0xb2d59a80,20802.23,1
0xb2d25064,20006.96,3
0xb2d91d6f,0.0,1
0xb2d6352d,30060.45,4
0xb2d59a77,429826.91,7
0xb2d1caa8,477098.52,4
0xb2d65948,51716.27,3
0xb2d63524,400148.11,2
0xb2d65951,27297.12,1
0xb2d91d5a,21.06,2
0xb2d5f819,1770309.29,2
0xb2d65954,182.49,1
0xb2d30fb0,35412.49,1
0xb2d65957,4.98,1
0xb2d5d392,241954.42,4
0xb2d2b20b,62209.34,1
0xb2d6b939,1114355.92,2
0xb2d30f9b,981000.0,10
0xb2d6b91e,20.45,1
0xb2d30f95,180000.0,6
0xb2d65978,7345.52,2
0xb2d2b1ff,4255.4,1
0xb2d1a61e,3032.76,1
0xb2d65981,168000.0,7
0xb2d65984,206023.85,2
0xb2d8f8a9,498.27,1
0xb2d8f8af,1000251.18,2
0xb2d42e63,379840.65,7
0xb2d8f8b2,500010.28,2
0xb2d4324d,184395.86,3
0xb2d8f897,201.93,1
0xb2d43253,1445.67,1
0xb2d452f3,393.03,1
0xb2d48ffb,200074.31,2
0xb2d95654,26.4,1
0xb2d538a3,25.12,1
0xb2d575ab,150055.97,3
0xb2da04b1,366299.68,2
0xb2d1cacf,202939.02,3
0xb2d0cfcb,50082.84,2
0xb2d16a72,30693.6,6
0x3b9b47b8,705113.41,6
0xb2d30e3f,220000.65,12
0xb2d451b8,550022.13,5
0xb2d43124,230125.02,12
0xb2d0cfe9,500034.2,2
0xb2d43139,116007.53,1
0xb2d16a81,90004.4,3
0x3b9ae61a,500605.51,13
0x3b9ae61d,120901.79,5
0xb2d451e2,331948.48,2
0xb2d3964d,200041.99,2
0xb2d455b1,2634.36,1
0xb2d3cf71,1439263.66,7
0xb2d0cfad,687540.18,5
0xb2d0724d,4006.22,2
0xb2d0cfb0,2247.94,1
0xb2d455cc,654054.47,7
0x3b9b4782,312.67,2
0xb2d3cf68,27502.8,1
0xb2d451f4,590879.42,17
0xb2d3cf59,442325.03,5
0xb2d451fa,541728.38,6
0xb2d10cc4,26.69,1
0x3b9b22fe,167020.71,2
0xb2d4b37d,603.56,2
0xb2d6f56f,513618.84,2
0xb2d6f575,6254.97,1
0xb2d1cc46,50040.27,2
0x3b9b22f8,10568.47,9
0x3b9b22f2,1535.29,1
0xb2d63416,614719.56,2
0xb2d9a32b,1101977.56,4
0xb2d9a331,3058.82,1
0xb2d6340a,310089.74,5
0xb2d45212,340015.82,6
0xb2d18f2c,50001.31,2
0xb2d633fe,175012.06,5
0xb2d63404,503605.78,2
0xb2d18f35,1012304.44,4
0xb2d9a346,501689.41,3
0xb2d0cff8,632300.44,3
0xb2d0cffb,101644.84,3
0xb2d10cfd,157027.69,4
0xb2d22a69,823600.45,9
0xb2d633ef,1016749.26,8
0xb2d28bf5,850047.18,2
0xb2d633dd,10466.85,1
0xb2d2e9af,3041.72,1
0xb2d97a8d,744.35,1
0xb2d34b3e,5037.25,1
0xb2d5d25d,500001.51,5
0xb2d91cf1,20.32,1
0xb2d633c5,501664.12,6
0xb2d633c8,226380.57,2
0xb2da04ed,520007.82,6
0xb2d5d23c,50001.06,2
0xb2d24f08,1302037.3,15
0xb2d18f11,93.87,1
0xb2d91cdf,8096.17,1
0xb2d1cbfb,1124683.14,4
0xb2d5748b,530729.91,14
0xb2da04e7,860018.16,2
0xb2d97aae,400727.94,3
0xb2d9a358,0.81,1
0xb2d2b0a9,14214.71,1
0xb2d2b08b,102798.61,3
0xb2d2b088,2070004.39,15
0xb2d5d221,300000.13,4
0xb2d97a96,215012.11,2
0xb2d0ab02,350443.6,4
0xb2d0ab05,116509.98,5
0xb2d30e66,787113.96,4
0xb2d3f455,509512.96,3
0xb2d42d04,12682443.83,4
0xb2d57479,672.5,1
0xb2d512f6,3341.54,1
0xb2d10ca3,750074.29,4
0xb2d430eb,206101.51,1
0xb2d30e4e,320023.05,2
0xb2d30e48,88.51,2
0xb2d39695,16934.71,1
0xb2d430f4,135836.85,4
0xb2da62d1,250000.0,2
0xb2d955eb,1007120.93,2
0xb2d30e93,1125336.88,1
0xb2d91cac,9093.27,1
0xb2d8f84c,0.0,1
0xb2d42d3d,5030.54,1
0xb2d071a5,1561.14,2
0xb2d719b7,803502.18,3
0xb2d396d1,20128.77,1
0xb2d5139e,1887215.01,11
0xb2d0aac6,545010.51,4
0xb2d3f461,70357.84,2
0xb2d10c7c,98.01,1
0xb2d07199,1400.64,2
0xb2d4562f,4000459.43,8
0x3b9ae5a2,10292.99,5
0x3b9b471f,1182009.52,24
0xb2d4ed04,501524.84,3
0xb2d4ed01,405506.63,7
0xb2d071e1,669809.58,7
0xb2d4ed0d,504277.36,2
0xb2d48f59,1796.63,1
0xb2d10c3a,1087000.72,4
0xb2d7774a,30011.83,3
0xb2d22aab,327402.93,2
0xb2d071ba,511348.1,5
0xb2d5137a,492100.0,4
0xb2d4527b,454204.15,3
0xb2d13124,198013.24,5
0xb2da052c,115.39,1
0xb2d16a48,553212.44,5
0xb2d6f4fa,382632.42,9
0xb2d9a3a9,13.82,1
0xb2d37214,536175.22,8
0xb2d97a51,513061.92,9
0xb2d6f4e2,9706.0,1
0xb2d97a45,250002.64,3
0xb2d9a3be,37003.3,2
0xb2d10c88,30006.75,2
0xb2d10c8b,74603.78,2
0xb2d16a27,178008.9,4
0xb2d2e9f7,150009.45,3
0xb2d7198d,978.51,1
0xb2d6b825,250000.0,3
0xb2d6344c,815545.37,3
0xb2d6344f,1000040.12,4
0xb2d16a2d,3930.13,1
0xb2d16a33,292677.9,6
0xb2d955a0,3059.57,1
0xb2d6f52d,100002.11,2
0xb2d24f7a,511108.03,3
0xb2d97a15,3000000.79,4
0xb2d34ba7,2019.85,1
0xb2da29ef,20000.45,2
0xb2d6939e,540000.0,2
0xb2d37256,730100.0,8
0xb2d6f521,295.42,1
0xb2d693bc,206402.68,2
0xb2d28c70,787033.33,6
0xb2d9559a,2074.45,1
0xb2d24f83,318013.21,5
0xb2d6342b,3218.48,1
0xb2da62f5,110000.0,2
0xb2d5d2a8,52763.2,3
0xb2d6b843,200035.24,3
0xb2d574f7,690000.35,2
0xb2d5d2ab,836048.91,7
0xb2d24f9b,723817.09,5
0xb2d9a3cd,380099.63,2
0xb2d91ca6,608529.62,2
0xb2d97a30,430014.06,3
0xb2d6b84f,5459.94,1
0xb2d2b121,2222343.71,59
0xb2d9c857,20000.84,2
0xb2d57518,51235.57,3
0xb2d5d290,416625.85,6
0xb2d34ba4,1046.48,1
0xb2d5d299,913.57,1
0xb2d42d70,3656.22,1
0xb2d30ee1,5.88,1
0xb2d574c7,440042.25,9
0xb2d574d0,620906.73,7
0xb2d8f79e,398487.28,2
0xb2d574e8,71.19,1
0xb2d6937d,10012.94,2
0xb2da29fb,60000.63,2
0xb2d396f8,259799.36,1
0x3b9b4758,263106.35,10
0xb2d30ef9,5206.46,1
0xb2da2a07,500000.0,2
0xb2d69386,62178.79,2
0xb2d53a4a,464.79,1
0xb2d13235,824196.73,2
0xb2d4b5f9,750711.65,10
0xb2d16b62,555028.32,3
0xb2d41b52,5001272.05,2
0xb2d91f91,709346.17,4
0xb2d16b5f,330082.51,6
0xb2d0d0ca,1000167.51,6
0xb2d478eb,586.44,1
0xb2d4b614,503577.39,3
0xb2d16b80,240455.61,11
0xb2d91f76,11092.96,1
0xb2d0d4a8,311003.92,4
0xb2d0730a,1588.26,1
0xb2d4b608,61859.54,1
0xb2d91f85,178.75,1
0xb2d3bd92,844311.83,4
0xb2d0d4ba,537750.13,8
0xb2d25157,723739.3,3
0xb2d3bd83,107258.15,5
0xb2d91fb8,1001.38,1
0xb2d82703,24.38,1
0xb2d97d4b,9403.97,1
0xb2d91fbe,507119.43,2
0xb2d91fbb,120005.29,3
0xb2d91fc4,40224.55,3
0xb2d16b35,1143019.1,3
0xb2d47912,26291.34,1
0xb2d16b32,202928.01,3
0xb2d21839,1088.56,1
0xb2d10db4,3535.48,1
0xb2d4da80,2260.01,1
0xb2d97d42,500015.83,2
0xb2d13220,1030037.06,12
0xb2d91f9a,50002.11,2
0xb2d4da7d,6155.42,1
0xb2d16b4d,518871.86,4
0xb2d10db1,420025.32,5
0xb2da3b62,50001.58,2
0xb2d7fc9d,300023.25,2
0xb2d91fac,400741.93,3
0xb2d3bd62,2.79,3
0xb2d0d484,998064.22,14
0xb2d10db7,490396.55,4
0xb2d65b3a,804714.57,4
0xb2d21842,3930.15,9
0xb2d3bd4d,748024.04,4
0xb2d1cd2d,3.24,1
0xb2d6df97,200041.73,2
0xb2d65b58,293569.78,11
0xb2d2b2ef,233152.08,2
0xb2d25187,3774.0,1
0xb2d3f668,275002.72,5
0xb2d310c1,1073678.22,12
0xb2d91f6d,4541.85,1
0xb2d27623,6426.02,1
0xb2d398a5,100003.12,2
0xb2d65b7c,82332.5,2
0xb2d65b7f,500379.38,3
0xb2d1326b,20002.01,3
0xb2d2b316,60403.58,3
0xb2d2d7be,1348000.04,8
0xb2d39908,21780.32,1
0xb2d27647,200119.5,3
0xb2d6821c,170020.88,2
0xb2d6dfd3,50001.46,2
0xb2d5f97e,1364108.3,10
0xb2d6dfb5,300023.71,2
0xb2d398f9,23000636.55,10
0xb2d2b337,200040.31,2
0xb2d5f98a,251012.71,3
0xb2d310d0,1083512.73,13
0xb2d2d7e5,270006.2,3
0xb2d59bb8,20448.42,1
0xb2d2d7df,103175.3,7
0xb2d0abbf,85105.54,3
0xb2d0abc5,200033.45,4
0xb2d2d7d0,25360.92,1
0xb2d2d7d3,441246.3,2
0xb2d5f93f,190231.81,3
0xb2d10d72,690709.36,8
0xb2d59b94,195000.0,5
0xb2d53a1a,3626.26,2
0xb2d0abf2,392605.65,6
0xb2d45806,5060118.79,1
0xb2d59b8b,450190.06,4
0xb2d10d78,285084.5,4
0xb2d59b8e,403255.93,7
0xb2d943d6,10311.66,4
0xb2da3ba4,500000.0,2
0xb2d681e9,250026.88,3
0xb2d681e6,200040.88,4
0xb2d2d7f4,204604.87,4
0xb2d91f5e,5539.84,1
0xb2d59ba0,250041.26,2
0xb2da3b8f,30000.63,2
0xb2d539f9,246507.08,5
0xb2d681fe,655.05,1
0xb2d681fb,197000.1,14
0xb2d0ac16,14.58,3
0xb2d8e277,720359.33,3
0xb2d681f5,600136.64,4
0xb2d41b37,260325.34,5
0xb2d47cb4,698.14,1
0xb2d68216,51179.27,2
0xb2d072dd,2275111.98,7
0xb2d1f3f7,3017.62,1
0xb2d0afd9,6678.62,3
0xb2d072d4,1104035.05,6
0xb2d131ba,358007.51,4
