cust_no,label
0xb2d6fb09,0
0xb2d3f791,0
0xb2d6452d,1
0xb2d1c1dc,1
0xb2d24e22,0
0xb2d16d52,1
0xb2d1279e,1
0xb2d20d0f,0
0xb2d6a38f,0
0xb2d10191,1
0xb2d0e71c,1
0xb2d0da1d,1
0xb2d0eb09,1
0xb2d6045e,-1
0xb2d3eb1f,1
0xb2d148eb,1
0xb2d10643,1
0xb2d430f4,1
0xb2d2f979,1
0xb2d1bcbb,1
0xb2d62029,1
0xb2d6e3e3,-1
0xb2d68a3d,1
0xb2d6f8e3,1
0x3b9b102c,1
0xb2d24d58,1
0xb2d6097a,1
0xb2d8a79b,1
0xb2d1b573,-1
0xb2d8f57d,1
0xb2d1adde,-1
0xb2d90bec,1
0xb2d2509c,-1
0xb2d239d1,1
0xb2d2fab5,1
0xb2d6c8c6,0
0xb2d25a42,1
0xb2d63c96,0
0xb2d29f6d,-1
0xb2d24c45,0
0xb2d602ad,0
0xb2d1815b,-1
0xb2d2e817,-1
0xb2d2f355,0
0xb2d96ac6,1
0xb2d90f90,1
0xb2d78030,1
0xb2d6dd7c,1
0x3b9b3485,1
0xb2d5606b,0
0xb2d477c5,-1
0xb2d691d3,-1
0xb2d5ee8f,0
0xb2d37265,1
0xb2d49097,1
0xb2d33bbb,1
0xb2d430a1,1
0xb2d3a114,-1
0xb2d9570b,1
0xb2d961a1,1
0xb2d98308,1
0xb2d97e7f,-1
0xb2d1f987,1
0x3b9b0e7c,0
0xb2d56eed,1
0xb2d681f4,1
0xb2d4ead8,-1
0xb2d689ef,1
0xb2d6b947,1
0xb2d5578f,1
0xb2d55370,1
0xb2d634b2,1
0xb2d6ef99,0
0xb2d5b61f,1
0xb2d5c6ed,1
0xb2d5777f,1
0xb2d631c2,0
0xb2d65604,0
0xb2d909b7,1
0xb2d1792e,0
0xb2d572b2,0
0xb2d5c914,0
0xb2d7830a,0
0xb2d0e35d,1
0x3b9b3000,0
0xb2d8c88d,1
0xb2d6fcd5,1
0xb2d950bb,1
0xb2d30e6e,0
0x3b9b317e,1
0xb2d213a8,1
0xb2d5ba92,1
0xb2d61276,0
0xb2d93bd8,-1
0xb2d1acaa,1
0xb2d96ee5,1
0xb2d5b360,-1
0xb2d2b1dd,1
0xb2d65212,1
0xb2d97a44,1
0xb2d94f22,1
0xb2d980f9,1
0xb2d06764,-1
0xb2d61974,1
0xb2d7ee8d,1
0xb2d26e18,1
0xb2d550f6,1
0xb2d237a6,0
0xb2d25b76,1
0xb2d3dc37,1
0xb2d25c25,1
0xb2d6063b,1
0xb2d4f295,0
0xb2d3d5b0,1
0xb2d4ef62,1
0xb2d4ac6c,0
0xb2d33d2e,1
0xb2d59a4e,0
0xb2d2d7e6,1
0xb2d685f8,1
0xb2d29130,0
0xb2d25032,1
0xb2d24f36,1
0xb2d6bdd0,0
0xb2d77f7d,0
0xb2d2e3a5,1
0xb2d8f599,-1
0xb2d97915,-1
0xb2d6b845,1
0xb2d22681,1
0xb2d6b608,1
0xb2d6bb84,1
0xb2d3483b,-1
0xb2d5ee0e,-1
0xb2d180c8,1
0xb2d8c6d8,0
0xb2d69104,0
0xb2d6a7e1,-1
0xb2d6b636,0
0xb2d8d737,1
0xb2d6a802,1
0xb2d6a6d3,1
0xb2d3cf4e,1
0xb2d6bb56,1
0xb2d8da11,1
0xb2d2c3e2,0
0xb2d87075,0
0xb2d95e8f,-1
0xb2d92301,0
0xb2d1d55f,0
0xb2d6d73e,1
0xb2d557a1,-1
0xb2d5c587,1
0xb2d5c5a2,1
0xb2d26ca4,0
0xb2d4cbdc,1
0xb2d55822,-1
0xb2d53687,1
0xb2d57c3b,1
0xb2d30c7a,1
0xb2d4cb77,1
0xb2d58e7e,1
0xb2d26424,0
0xb2d2a0ae,-1
0xb2d4cdfa,0
0xb2d8d61f,1
0xb2d35287,0
0xb2d085c6,1
0xb2d26848,1
0xb2d2427a,0
0xb2d30e41,1
0xb2d10c00,0
0xb2d31366,1
0xb2d6e314,-1
0xb2d9490f,-1
0xb2d5583d,0
0xb2d13d95,1
0xb2d960ee,1
0xb2d3bb5d,-1
0xb2d43615,0
0xb2d57628,1
0xb2d0c0bc,1
0xb2d1af51,1
0xb2d22c82,1
0xb2d64adb,0
0xb2d23fb7,0
0xb2d921e9,-1
0xb2d59876,-1
0xb2d1d6ae,1
0xb2d22b17,-1
0xb2d1550f,0
0xb2d5c1de,0
0xb2d1775d,1
0xb2d2079f,0
0xb2d34fec,1
0xb2d31b45,1
0xb2d91c59,0
0xb2d6b760,-1
0xb2d93c6f,-1
0xb2d2b7a7,-1
0xb2d6a318,1
0xb2d513d4,1
0xb2d5febb,-1
0xb2d4f6fd,1
0xb2d2b7a2,1
0xb2d2b7c3,0
0xb2d2b7be,0
0xb2d534d2,-1
0xb2d4b6fc,-1
0xb2d2d3c6,1
0xb2d2ab28,0
0xb2d191bf,1
0xb2d34b1f,1
0x3b9b3d1c,0
0xb2d2e75f,1
0xb2d61264,1
0xb2d06a0c,1
0x3b9b4688,0
0xb2d2c152,0
0x3b9b3114,0
0x3b9b2c73,0
0xb2d5943b,1
0xb2d6960e,1
0xb2d60f11,1
0xb2d1a784,-1
0xb2d61764,-1
0xb2d1b22b,1
0xb2d61e7e,1
0xb2d08646,1
0xb2d42aff,1
0xb2d6dfa2,1
0xb2d58c9f,0
0xb2d50ad3,1
0xb2d0c4c4,0
0xb2d55b05,-1
0xb2d59c51,1
0xb2d1d510,1
0xb2d6122c,1
0xb2d60968,1
0xb2d5b78a,1
0xb2d61683,1
0xb2d1774b,1
0xb2d55467,0
0xb2d62b95,1
0xb2d8a8c5,1
0xb2d2528b,1
0xb2d209c5,1
0xb2d580ae,-1
0xb2d6bc20,-1
0xb2d2228f,1
0x3b9af259,1
0xb2d3d84a,0
0xb2d18338,0
0xb2d5f14d,-1
0xb2d5f624,1
0xb2d0ac0a,-1
0xb2d834ba,1
0xb2d5fe08,1
0xb2d5d9f3,-1
0xb2d0dc2c,0
0xb2d2b146,1
0xb2d96109,1
0xb2d749bf,1
0xb2d686fe,1
0xb2d5d989,1
0xb2d8dd91,1
0xb2d8f1c2,1
0xb2d6d7a8,1
0xb2d3c3f9,0
0xb2d90d92,-1
0xb2d5b365,1
0xb2d925bf,1
0xb2d5bcb0,0
0xb2d22cd1,1
0xb2d63153,1
0xb2d0667f,1
0xb2d8eae0,1
0xb2d6d0a5,1
0xb2d4643e,1
0xb2d10405,0
0xb2d35c3e,1
0xb2d55273,1
0x3b9b3440,0
0xb2d139a8,1
0xb2d2f146,1
0xb2d323dd,1
0xb2d95545,1
0xb2d08ddc,0
0xb2d8d73c,-1
0xb2d29fe9,1
0xb2d0c96e,1
0xb2d2a893,1
0xb2d8e1de,1
0xb2d6fd3a,1
0xb2d8e919,1
0x3b9b4383,1
0xb2d31721,-1
0xb2d29b16,1
0xb2d5b1ff,0
0xb2d14675,-1
0xb2d2b730,-1
0xb2d30bf9,1
0xb2d636bd,1
0xb2d33066,0
0xb2d613e9,1
0x3b9b3655,1
0xb2d2de0d,1
0xb2d323f4,1
0xb2d20da2,-1
0xb2d0a5ba,0
0xb2d3fca8,1
0xb2d821ca,1
0xb2d51ea9,1
0xb2d77f50,1
0xb2d8d4de,1
0xb2d6bb51,0
0xb2d5a043,1
0xb2d6aa4e,1
0xb2d6bae0,1
0xb2d68df8,1
0xb2d36867,-1
0xb2d8d516,1
0xb2d6b7ae,-1
0xb2d180c3,1
0xb2d24fd2,0
0xb2d6aa7c,1
0xb2d3ed46,1
0xb2d50a52,-1
0xb2d3230e,1
0xb2d5aa48,1
0xb2d3dabf,0
0xb2d2a974,1
0xb2d2a1c1,0
0xb2d624ce,0
0xb2d51729,1
0xb2d1a16c,1
0xb2d52f24,-1
0xb2d8e48f,-1
0xb2d6b8c6,0
0xb2d6c00d,-1
0xb2d6bf92,0
0xb2d67e19,0
0xb2d7807f,-1
0xb2d6b962,-1
0xb2d6c1ab,0
0xb2d6ba43,-1
0xb2d6b5b5,1
0xb2d786b3,-1
0xb2d68141,-1
0xb2d6b8e2,0
0xb2d6bfa8,1
0xb2d6d787,1
0xb2d6ac8b,1
0xb2d6b6bb,1
0xb2d6ad3a,1
0xb2d6bd39,1
0xb2d7ae6b,-1
0xb2d6b115,0
0xb2d6bd66,1
0xb2d6bf43,1
0xb2d94743,-1
0xb2d8d774,1
0xb2d3b3e3,0
0xb2d63f4f,1
0xb2d2f764,1
0xb2d095d7,1
0xb2d583ed,1
0xb2d33db4,1
0xb2d1aa2b,0
0xb2d60ca7,0
0xb2d28aea,0
0xb2d2bdca,1
0x3b9b2317,0
0xb2d08614,1
0xb2d1a590,0
0xb2d39ce5,0
0xb2d399ac,-1
0xb2d0cdf3,0
0xb2d08b30,0
0xb2d1c972,-1
0xb2d085f3,1
0xb2d580ca,1
0xb2d2f1b0,-1
0xb2d2e72d,1
0xb2d0a7cf,1
0xb2d30335,-1
0xb2d41729,-1
0xb2d29e34,1
0xb2d10e8c,1
0xb2d12137,1
0xb2d0885b,1
0xb2d69cf0,1
0xb2d3638a,0
0xb2d1cc56,1
0xb2d20cee,0
0xb2d5191e,1
0xb2d30fbe,1
0xb2d67e79,-1
0xb2d563c5,0
0xb2d11788,-1
0xb2d9158e,-1
0xb2d5fd10,1
0xb2d29623,0
0xb2d90109,1
0xb2d8de56,-1
0xb2d56155,0
0xb2d2e1e3,-1
0xb2d7ae70,1
0xb2d4e779,1
0xb2d9384b,-1
0xb2d58b3e,0
0xb2d7add4,0
0xb2d615b9,-1
0xb2d81e42,0
0xb2d1a0a2,1
0xb2d3be37,1
0xb2d53c51,1
0xb2d69560,1
0xb2d8571f,-1
0xb2d288b4,1
0xb2d40c71,1
0xb2d5acab,1
0xb2d62fd6,-1
0xb2d13a8e,1
0xb2d1c0ce,1
0xb2d6b59e,1
0xb2d3c3ab,1
0xb2d75498,1
0x3b9b47f6,1
0xb2d082b4,1
0xb2d59a9d,1
0xb2d1bb59,1
0xb2d5ada8,-1
0xb2d627a3,1
0xb2d265fc,-1
0xb2d153e5,1
0xb2d5bd9e,1
0xb2d53831,1
0xb2d61e83,1
0xb2d1ca3c,1
0xb2d40a18,1
0x3b9b3b55,-1
0xb2d21ac7,1
0xb2d1c451,0
0xb2d553af,1
0xb2d7f4c6,0
0xb2d5f459,0
0xb2d296bb,-1
0xb2d6baa8,0
0xb2d0f5b5,1
0xb2d41f0d,0
0xb2d14f7c,1
0xb2d57999,1
0xb2d4be64,0
0xb2d1df25,1
0xb2d339a2,1
0xb2d2403d,1
0xb2d41ff8,1
0xb2d4d92f,1
0xb2d26161,0
0xb2d2bee2,0
0xb2d3a8d7,1
0xb2d7087d,1
0xb2d6e952,1
0xb2d2ea10,-1
0xb2d34a70,1
0xb2d2a88e,1
0xb2d2834a,1
0xb2d2d313,0
0xb2d4df1a,0
0xb2d2a9d9,1
0xb2d31516,0
0xb2d5a548,-1
0xb2d8d24e,-1
0xb2d30fd5,1
0xb2d3a566,1
0xb2d38373,1
0xb2d4fe81,1
0xb2d8fdfd,1
0xb2d6e3b0,1
0xb2d3fa01,1
0x3b9ade55,1
0xb2d6e61b,-1
0xb2d8c9a5,-1
0xb2d804f9,-1
0xb2d4fc23,0
0xb2d38b56,1
0xb2d6474e,1
0xb2d36b2a,-1
0xb2d33518,1
0xb2d26aa6,1
0xb2d366ef,1
0xb2d07ab4,0
0xb2d5990e,1
0xb2d90cdf,1
0xb2d935b9,1
0xb2d56563,1
0xb2d5cb5b,1
0xb2d9119c,1
0xb2d6d4c9,1
0xb2d63aca,0
0xb2d6d089,0
0xb2d8ca0f,1
0xb2d6aab3,1
0xb2d42a0c,1
0xb2d58f91,-1
0xb2d386e4,1
0xb2d9496f,1
0xb2d97dba,1
0xb2d94114,1
0xb2d3119b,1
0xb2d2844c,0
0xb2d93995,1
0xb2d8ec14,0
0xb2d75579,1
0xb2d24688,-1
0xb2d105b5,1
0xb2d0e3f0,1
0xb2d1a0eb,1
0xb2d93a92,1
0xb2d45487,1
0xb2d3fd72,0
0xb2d41439,1
0xb2d51b6a,-1
0xb2d590ae,1
0xb2d84858,1
0xb2d54bec,1
0xb2d67ee8,-1
0xb2d55e32,1
0xb2d96b90,1
0xb2d5ba48,0
0xb2d77fb5,1
0xb2d1534e,1
0xb2d3a90e,1
0xb2d53166,-1
0xb2d0ac54,1
0xb2d2d3c1,0
0xb2d5fd71,0
0xb2d17193,1
0x3b9af5a2,1
0xb2d4ac67,1
0xb2d0ca38,-1
0xb2d43e10,1
0xb2d32ed2,1
0xb2d23bb4,0
0xb2d266f9,1
0xb2d23ccc,1
0xb2d39b03,-1
0xb2d26bd0,0
0xb2d24263,-1
0xb2d37d28,0
0xb2d33126,0
0xb2d54f7e,-1
0xb2d642e1,-1
0xb2d42f0d,1
0xb2d4e9dc,-1
0xb2d6bfbf,1
0xb2d59f47,1
0xb2d0a720,1
0xb2d3340f,0
0xb2d43aff,1
0xb2d61d01,-1
0xb2d612a8,-1
0xb2d6d5c6,1
0xb2d78471,1
0xb2d21cd2,0
0xb2d64a92,1
0xb2d099df,-1
0xb2d2e5a3,1
0x3b9b4469,1
0xb2d36e41,1
0xb2d2ec04,1
0xb2d07877,1
0xb2d8cc9a,-1
0x3b9af12f,0
0x3b9b4667,1
0x3b9ad34a,1
0xb2d132c1,1
0xb2d204d7,1
0xb2d68e46,-1
0xb2d1583c,0
0xb2d6bed9,1
0xb2d30287,1
0xb2d3aff1,0
0xb2d1a5ac,1
0xb2d259af,-1
0xb2d61c52,0
0xb2d2b790,-1
0xb2d40a45,1
0xb2d61c6e,1
0xb2d157f8,1
0xb2d0a806,-1
0xb2d4cc8f,1
0xb2d203f1,1
0xb2d58ecc,-1
0xb2d17bb9,1
0xb2d26b6b,1
0xb2d16fb6,1
0xb2d5e3f2,0
0xb2d2fd98,1
0xb2d31b78,1
0xb2d51f25,-1
0xb2d94534,1
0xb2d51ee0,1
0xb2d6d153,0
0xb2d42433,0
0xb2d6c9ac,1
0xb2d9177a,1
0xb2d09556,-1
0xb2d5d3a4,0
0xb2d626ab,1
0xb2d58bbf,1
0xb2d29c57,1
0xb2d5a10d,-1
0xb2d7e03e,1
0xb2d4657a,1
0xb2d6d75a,1
0xb2d4d9e2,0
0xb2d29709,0
0xb2d6d368,1
0xb2d7a6a3,-1
0xb2d470d9,1
0xb2d6471c,1
0xb2d97131,1
0xb2d8dc30,1
0xb2d566a9,0
0xb2d6d6d4,1
0xb2d83847,1
0xb2d45abc,-1
0xb2d15a02,0
0xb2d63c75,-1
0xb2d1cc51,0
0xb2d71845,1
0xb2d6347b,0
0xb2d8c68f,1
0xb2d68614,0
0xb2d5e72c,1
0xb2d91e40,1
0xb2d1becb,1
0xb2d629bc,1
0xb2d8ce73,1
0xb2d5fb1c,1
0xb2d5cf03,1
0xb2d6cbe4,0
0xb2d36cad,1
0xb2d8fcd8,1
0xb2d5d173,1
0x3b9af247,1
0xb2d97341,1
0xb2d6417f,0
0xb2d95856,1
0xb2d65346,1
0xb2d324c3,0
0xb2d459c0,1
0xb2d57c57,1
0xb2d403f0,-1
0xb2d42304,0
0xb2d201fd,1
0xb2d3a690,-1
0xb2d3ed2f,-1
0xb2d1697c,0
0xb2d92507,1
0xb2d4ac19,0
0xb2d3ed2a,-1
0xb2d536be,1
0xb2d5b038,1
0xb2d1e7fe,0
0xb2d700ab,1
0xb2d35f59,-1
0xb2d6d3e4,-1
0xb2d3d519,1
0xb2d5a93a,-1
0xb2d9325f,-1
0xb2d6d3cd,0
0xb2d4876d,1
0xb2d6c878,1
0xb2d6ffe6,1
0xb2d5bd5a,-1
0xb2d6c6fb,1
0xb2d3f11c,0
0xb2d24312,1
0xb2d6f3ab,0
0xb2d7007d,0
0xb2d6db30,1
0xb2d47f40,0
0xb2d4a25c,-1
0xb2d6c0c1,0
0xb2d25e82,1
0xb2d1add9,-1
0xb2d0c21d,1
0xb2d589c6,1
0xb2d0b6c8,1
0xb2d781e5,1
0xb2d29333,0
0xb2d93bea,-1
0xb2d5ef8b,1
0xb2d6c0c5,-1
0xb2d54fbd,-1
0xb2d4e714,1
0xb2d97947,1
0xb2d242df,0
0xb2d21456,1
0xb2d5f103,1
0xb2d18a72,1
0xb2d65ad6,1
0xb2d073d2,1
0xb2d1d2d3,0
0xb2d3c410,1
0xb2d5b52c,0
0xb2d0f0b0,0
0xb2d3c212,1
0xb2d1c7b1,1
0xb2d10cfd,1
0xb2d17bbe,1
0xb2d0a3dd,1
0xb2d65a0c,0
0xb2d1ea3b,1
0xb2d4ddd9,0
0xb2d2a601,0
0xb2d6b43d,0
0xb2d392a4,0
0xb2d24e1d,0
0xb2d2437c,1
0xb2d2fbcd,1
0xb2d59d32,-1
0xb2d2f351,0
0xb2d26a26,1
0xb2d38b8e,1
0x3b9b35d4,0
0xb2d654a2,1
0xb2d948a5,1
0xb2d53d69,-1
0xb2d38f43,0
0xb2d6bbe9,-1
0xb2d93264,1
0xb2d2124c,0
0xb2d17929,1
0xb2d1c558,1
0xb2d5170d,0
0xb2d16ed4,1
0xb2d57a4c,0
0x3b9b366c,1
0xb2d107a9,1
0xb2d38a87,0
0xb2d44997,1
0xb2d1ea6e,1
0xb2d22de9,1
0xb2d590c5,1
0xb2d68500,1
0x3b9b4994,1
0xb2d49198,1
0xb2d1c049,1
0xb2d5a689,1
0xb2d12e9c,1
0xb2d49e86,1
0xb2d0697e,1
0xb2d192ff,1
0xb2d1f0d4,1
0xb2d23b4a,1
0xb2d5ac99,-1
0xb2d10df4,1
0xb2d6cde2,1
0xb2d8dac9,1
0xb2d46f45,1
0xb2d8d7d9,-1
0xb2d8db45,0
0xb2d602e5,1
0xb2d4231b,-1
0xb2d8da92,-1
0xb2d55387,1
0xb2d68d49,0
0xb2d49048,1
0xb2d623e3,1
0xb2d566ad,1
0xb2d5dc1f,1
0xb2d45f01,0
0xb2d40589,1
0xb2d4df15,0
0xb2d3ff59,1
0xb2d1d83d,0
0xb2d56321,1
0xb2d1ae1d,0
0xb2d4eaa1,1
0xb2d0b2f2,1
0xb2d50160,1
0xb2d59763,1
0xb2d5c35b,1
0xb2d8f9f4,1
0xb2d50508,1
0xb2d8c775,1
0xb2d58d04,1
0xb2d50d36,1
0x3b9ad03e,1
0xb2d121c5,1
0x3b9b3f1a,1
0xb2d37834,0
0xb2d39373,0
0xb2d29f68,-1
0xb2d275fb,0
0xb2d2b072,1
0xb2d38f92,1
0x3b9af141,1
0xb2d1b037,1
0xb2d21118,1
0x3b9b124d,1
0xb2d39de7,1
0xb2d50e76,-1
0xb2d3408e,0
0xb2d19127,0
0x3b9b1713,1
0xb2d175a6,1
0xb2d6298a,1
0xb2d21113,1
0x3b9af27a,1
0xb2d31baa,0
0xb2d3a36d,1
0xb2d589aa,0
0x3b9af194,0
0xb2d27c1e,1
0xb2d394d4,1
0xb2d210fc,1
0xb2d221dc,1
0xb2d1c74c,1
0xb2d2fc52,1
0xb2d390e1,0
0xb2d2037f,-1
0x3b9af113,1
0xb2d2137b,1
0xb2d39288,1
0x3b9ad78a,1
0xb2d2d21c,1
0xb2d45229,1
0xb2d1ea24,1
0xb2d4f1f8,1
0xb2d63cb2,1
0xb2d1fec4,1
0xb2d65a76,1
0xb2d8a5b9,1
0xb2d5ff20,1
0xb2d1ba2a,1
0xb2d16d09,1
0xb2d6db95,1
0xb2d3a658,1
0xb2d0dfcb,0
0xb2d4b90c,0
0xb2d1a562,1
0xb2d4a33d,0
0xb2d427f2,1
0xb2d1c72b,1
0xb2d695f2,1
0xb2d21364,0
0x3b9b3365,1
0x3b9ad188,1
0x3b9adb4e,1
0xb2d6523f,1
0xb2d083e7,1
0xb2d1fdab,0
0x3b9b37ad,-1
0xb2d06a07,0
0xb2d1af7f,1
0x3b9b1b22,0
0x3b9b34b7,1
0xb2d83794,1
0xb2d7814e,-1
0xb2d5f4f5,1
0xb2d0c851,1
0xb2d29d86,0
0xb2d29d54,1
0xb2d24a75,0
0xb2d2516b,0
0xb2d74adc,0
0xb2d24dac,1
0xb2d68ee2,1
0xb2d5bcfa,1
0xb2d2b662,-1
0xb2d42b04,0
0xb2d53025,0
0xb2d58e34,1
0xb2d6abc1,1
0xb2d62e19,-1
0xb2d63545,1
0xb2d8de24,1
0xb2d6af7c,1
0xb2d656c9,1
0xb2d78beb,1
0xb2d5dbd6,1
0xb2d2e8ca,-1
0xb2d62a82,1
0xb2d6293b,1
0xb2d30df2,1
0xb2d95fec,1
0xb2d60f16,0
0xb2d92200,1
0xb2d94094,1
0xb2d0beac,1
0xb2d55f6e,1
0xb2d632af,1
0xb2d5b42f,1
0xb2d0babf,-1
0xb2d60333,1
0xb2d91cf1,-1
0xb2d29f84,-1
0xb2d3b997,1
0xb2d4ed6e,-1
0xb2d97ffc,1
0xb2d97b73,1
0xb2d95a0a,1
0xb2d98130,1
0x3b9af227,0
0x3b9b3316,0
0x3b9b0fc7,1
0xb2d2aecc,1
0xb2d350d2,1
0xb2d469bf,-1
0xb2d0fa2d,1
0xb2d10a6c,1
0xb2d610c6,1
0xb2d64721,1
0xb2d181a9,0
0xb2d12b42,-1
0xb2d102e8,1
0xb2d2ec3c,1
0xb2d0dbc3,1
0xb2d965f3,1
0xb2d65d67,-1
0xb2d630bb,1
0xb2d6b9c2,1
0xb2d6bf11,1
0xb2d60bbc,1
0xb2d6a742,1
0xb2d8e9ac,0
0xb2d6babf,1
0xb2d63008,-1
0xb2d6da06,1
0xb2d65d83,1
0xb2d5fc0f,1
0xb2d63e25,1
0xb2d3d818,1
0xb2d1103b,1
0xb2d0df06,1
0xb2d51499,1
0xb2d56f6e,-1
0xb2d42e63,0
0xb2d2e1ff,0
0xb2d6937d,0
0xb2d38cbd,1
0xb2d5250b,1
0xb2d2ff27,1
0xb2d43a7e,1
0xb2d5539d,1
0xb2d68e94,-1
0xb2d6466e,1
0xb2d35319,1
0xb2d385bf,1
0xb2d2850c,1
0xb2d0ffc0,1
0xb2d90cc3,1
0xb2d2927a,1
0xb2d48dd4,0
0xb2d643c2,0
0xb2d900ca,1
0xb2d41047,1
0xb2d4a257,1
0xb2d52042,0
0xb2d26df7,0
0xb2d40fe7,0
0xb2d42760,0
0xb2d1a5de,1
0xb2d651c4,-1
0xb2d2a9f4,0
0xb2d8a38e,-1
0xb2d2ed54,1
0xb2d39ede,1
0xb2d16331,1
0xb2d45278,0
0x3b9b4335,1
0xb2d6a6c1,0
0xb2d5d275,0
0xb2d89033,1
0xb2d3f6f5,1
0xb2d2326d,1
0xb2d53489,1
0xb2d0b4cf,0
0xb2d57aa7,-1
0x3b9b40e1,1
0xb2d1f950,0
0xb2d414d5,1
0xb2d6af32,1
0xb2d1e90c,0
0xb2d126f0,-1
0xb2d2419e,1
0xb2d1ec39,1
0xb2d2318d,1
0xb2d369c3,0
0xb2d30be8,1
0xb2d2b0c5,1
0xb2d6ef01,0
0xb2d429d5,0
0xb2d9052e,1
0xb2d2fd66,1
0xb2d27237,1
0xb2d6b56c,1
0xb2d64d11,1
0xb2d58bf1,0
0xb2d681a6,1
0xb2d31378,0
0xb2d322fc,1
0xb2d6b49d,0
0xb2d11368,1
0xb2d31399,0
0xb2d24590,0
0xb2d6c275,0
0xb2d6c227,1
0xb2d3137d,-1
0xb2d6b4f0,1
0xb2d653dd,1
0xb2d6bf5a,-1
0xb2d69a49,1
0xb2d51251,1
0xb2d65970,1
0x3b9b3506,0
0xb2d0fe2c,-1
0xb2d27dc3,1
0xb2d06c37,0
0xb2d41d35,1
0xb2d5f01e,1
0x3b9ada1a,1
0x3b9ae86f,1
0xb2d0efe1,1
0xb2d21c03,0
0xb2d42369,1
0xb2d24dc2,1
0xb2d194fd,-1
0xb2d64984,0
0xb2d3d099,1
0xb2d2a877,1
0xb2d6939e,0
0xb2d5c1c2,1
0xb2d6f38f,1
0xb2d2d5db,1
0xb2d14337,1
0xb2d5b06b,-1
0xb2d11bf5,1
0xb2d0ad9a,1
0xb2d377eb,1
0xb2d5d15c,1
0xb2d626dd,1
0xb2d0f163,0
0xb2d2163d,1
0xb2d13bd9,1
0xb2d0eaee,1
0xb2d11bfa,1
0xb2d2c0ba,1
0xb2d1e8f0,0
0xb2d5a34a,1
0xb2d2bc4c,1
0xb2d1af9f,1
0xb2d38eac,-1
0xb2d613ee,1
0xb2d44f01,1
0xb2d14385,0
0xb2d2d5f7,0
0xb2d21e01,1
0xb2d2a618,1
0xb2d55767,0
0xb2d52afa,1
0xb2d0b85c,1
0xb2d0db90,1
0xb2d2ba3d,1
0xb2d6e212,1
0xb2d2c52d,0
0xb2d641bc,1
0xb2d7bfbb,0
0xb2d8695c,0
0xb2d9304a,1
0xb2d31b18,1
0xb2d3afa7,0
0xb2d62c64,1
0xb2d64bd8,1
0xb2d2c81d,0
0xb2d41890,1
0xb2d1b9a9,1
0xb2d57ed1,1
0xb2d24349,1
0xb2d15a9f,1
0xb2d180ac,1
0xb2d55e49,1
0xb2d69a1b,0
0xb2d6aba1,1
0xb2d11492,1
0xb2d44105,1
0xb2d1a939,1
0xb2d37feb,1
0xb2d62c69,0
0xb2d347c9,1
0xb2d1a45c,1
0xb2d1a9e7,1
0xb2d19bb3,0
0xb2d108bc,1
0xb2d142bb,-1
0xb2d40a01,1
0xb2d0f744,1
0xb2d65b3b,0
0xb2d4bcf9,0
0xb2d2b90e,-1
0xb2d24a30,1
0x3b9b40dc,1
0xb2d47e2d,1
0xb2d65567,1
0xb2d29e07,0
0xb2d25412,1
0xb2d55c19,1
0xb2d2cf0a,0
0xb2d25fc8,0
0xb2d629f4,1
0xb2d64c42,1
0xb2d1ae87,1
0xb2d40eeb,0
0xb2d17917,-1
0xb2d630ee,-1
0xb2d31786,1
0xb2d41422,1
0xb2d29a5e,1
0xb2d2a214,0
0xb2d5dcce,1
0xb2d65915,1
0xb2d5abe1,1
0xb2d45068,1
0xb2d0d8e9,0
0xb2d787fd,1
0xb2d2723c,1
0xb2d1ae82,1
0xb2d6b5a3,0
0xb2d92d71,1
0xb2d129ae,1
0xb2d69e40,0
0xb2d6e592,1
0xb2d32191,-1
0xb2d310ba,-1
0xb2d4dc08,1
0xb2d4af62,1
0xb2d398dd,1
0xb2d5241d,0
0xb2d2a01c,0
0xb2d6c1de,0
0xb2d2b0c0,0
0xb2d2f67e,1
0xb2d254a5,0
0xb2d2ec52,0
0xb2d36aca,-1
0xb2d55a8a,0
0xb2d8e5d5,1
0xb2d458b2,-1
0xb2d38b89,0
0xb2d2f5e6,1
0xb2d2d700,-1
0xb2d1b50e,-1
0xb2d3b1b2,1
0xb2d17fc2,1
0xb2d5ccea,-1
0xb2d1a639,1
0xb2d1d9cc,-1
0xb2d11105,1
0xb2d25db8,1
0xb2d28a37,1
0xb2d601e3,1
0xb2d104fd,1
0xb2d5de02,1
0xb2d658b0,-1
0xb2d37f17,0
0xb2d5b13a,1
0xb2d0d137,1
0xb2d210e5,1
0xb2d39f76,1
0xb2d5dc4d,1
0xb2d7c004,1
0xb2d27f57,0
0xb2d6140a,1
0xb2d5a05a,1
0xb2d637ec,0
0xb2d346f5,-1
0xb2d94e30,1
0xb2d6a4be,0
0xb2d68b1e,1
0xb2d24af6,0
0xb2d2b25e,0
0xb2d2d2b3,1
0xb2d29e6c,0
0xb2d627f1,0
0xb2d2fe46,0
0xb2d18059,1
0xb2d1f6f7,-1
0xb2d537a4,0
0xb2d19b65,1
0xb2d0ee85,0
0xb2d5f5f2,-1
0xb2d53193,1
0xb2d161ca,1
0xb2d3ab7e,1
0xb2d33190,1
0xb2d584d7,1
0xb2d426f1,1
0xb2d31196,1
0xb2d6393b,1
0xb2d53058,0
0xb2d64a28,0
0xb2d08512,1
0xb2d1f75c,0
0xb2d080c0,1
0x3b9af413,1
0xb2d06522,0
